nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Neckeropsis disticha;5;Salto Para, Río Caura ;;;;;MO;06°28'N;064°30'W;Tropicos.org
Neckeropsis disticha;;Sin localidad;;;;;;;;Churchill et al. 2000
Neckeropsis disticha;5;Río Caparo ;;;;;MO;07°41'N;071°28'W;Tropicos.org
Neckeropsis disticha;9;Depto. Tucupita. along road between Tucupita and La Horqueta.Ceiba Mocha-La Horqueta ;;;;;MO;09°07'N;062°04'W;Tropicos.org
Neckeropsis disticha;9;Depto. Antonio Díaz: along Caño Araguao, between mouth of Caño Jajene & Isla Mono Burojo;;;;;MO;09°07'N;061°09'W;Tropicos.org
Neckeropsis disticha;17;Cerca de caripe, Stream valley 2-3 Km NE (60 degree E of N) of Santa Ines (vicinity of Caripe);;;;;MO;10°12'N;063°29'W;Tropicos.org
Neckeropsis disticha;20;Distrito Benítez: east of Los Pozotes, between Guaraúnos and Ajíes ;;;;;MO;10°30'N;063°07'W;Tropicos.org
Neckeropsis disticha;5;Río Orinoco, Río Ocamo;150;;Mägdefrau, K: 180;1958-01-22;;;;
Neckeropsis disticha;5;Río Cuyuní, Isla de Anacoco;100;;Delascio, F., de Delascio, H., López, R., Haiek, G., Garofalo, B. & Martínez, L. 8262;1979-08-01;;;;
Neckera urnigera;15;Laguna Coromoto;3400;;Vareschi, V. 6132;1957-01-13;VEN;;;Morales & García 2006
Neckeropsis undulata;5;;;;;;;;;
Neckeropsis undulata;;Sin localidad;;;;;;;;Churchill et al. 2000
Neckeropsis undulata;5;Cerca de Ciudad Piar;;;;;;;;
Neckeropsis undulata;17;Cerca de Jusepín, cerca de Caripe;;;;;;;;
Neckeropsis undulata;25;San José de Los Altos;;;;;;;;
Neckeropsis undulata;10;Caracas, bosque de Catuche;1200;;Pitt. 10086;;;;;Pittier 1936
Neckeropsis undulata;10;Cerca de Galipán;1700;;Funck & Schlim 342;;;;;Pittier 1936
Neckeropsis undulata;1;Río Mawarinuma. Cañon Grande, campamento base de La Neblina;140;;Buck, W. 11014;1984-02-01;VEN;;;Morales & García 2006
Neckeropsis undulata;3;Reserva Forestal San Camilo, Quebrada Botina, 2 Km al SO del caserío San Camilo;250;300;Steyermark, J., Bunting, G. & Blanco, C. 101474;1968-03-28;VEN;;;Morales & García 2006
Neckeropsis undulata;3;Reserva Forestal San Camilo, Quebrada Botina, 2 Km al SO del caserío San Camilo;250;300;Steyermark, J., Bunting, G. & Blanco, C. 101404;1972-03-27;VEN;;;Morales & García 2006
Neckeropsis undulata;3;Reserva Forestal San Camilo. Cerro Nulita, Río Nulita;280;;Steyermark, J., Bunting, G. & Blanco, C. 101798;1968-04-03;VEN;;;Morales & García 2006
Neckeropsis undulata;3;Reserva Forestal San Camilo, Quebrada Botina;200;;Steyermark, J., Bunting, G. & Blanco, C. 101946;1968-04-06;VEN;;;Morales & García 2006
Neckeropsis undulata;4;Rancho Grande. Parque Nacional Henri Pittier, Quebrada de los Brujos;1800;;Cardenas, L., Lobo, M. & Guevara, R. 2327;1976-07-03;VEN;;;Morales & García 2006
Neckeropsis undulata;4;Rancho Grande;950;;Mägdefrau, K. 442;1976-07-03;VEN;;;Morales & García 2006
Neckeropsis undulata;5;Alrededor del campamento Las Pavas, vecindad del Salto Para, Río Caura;;;Steyermark, J., G.C.K. & E. Dunsterville 113033;1977-01-15;VEN;;;Morales & García 2006
Neckeropsis undulata;10;Catuche, Caracas;1200;;Pittier, H. 10086;1922-01-22;VEN;;;Morales & García 2006
Neckeropsis undulata;10;El Volcán;1350;;Mägdefrau, K. 57;1957-12-29;VEN;;;Morales & García 2006
Neckeropsis undulata;12;Sierra de San Luis, entre Curimagua y San Luis;1300;1400;Steyermark, J. 99119;1967-07-18;VEN;;;Morales & García 2006
Neckeropsis undulata;15;Río González, al E de Jají y SE de la Carbonera;1900;2100;Steyermark, J. & Rabe, M. 97061;1966-08-31;VEN;;;Morales & García 2006
Neckeropsis undulata;16;Cerros del Bachiller, Quebrada Corazal, S de Santa Cruz, O de Cupira;20;65;Steyermark, J. & Davidse, G. 116246;1978-03-16;VEN;;;Morales & García 2006
Neckeropsis undulata;23;Quebrada Higuerotal, Río Urachiche, al O de Urachiche;50;;Steyermark, J., Fernández, D. & Hernádez, A. 124643;1981-02-28;VEN;;;Morales & García 2006
Neckeropsis undulata;25;Sierra de Perijá, campamento, San José de Los Altos;1800;;Griffin, D. 243;1975-07-07;VEN;;;Morales & García 2006
Neckeropsis undulata;25;Sierra de Perijá, Quebrada del Río Omira- kuná (Tumuruasa);1500;1800;Steyermark, J. G.C.K. & E. Dunsterville 105675;1972-03-27;VEN;;;Morales & García 2006
Neckeropsis undulata;25;Quebrada Perayra, Río Tokuku, SO de Machiques;450;475;Steyermark, J. 99834- A;1967-08-29;VEN;;;Morales & García 2006
Octoblepharum albidum;1;San Carlo de Río Negro;;;Delascio, F., Christenson, G. & Broome, C. 9451;1981-03-21;VEN;;;Morales & García 2006
Octoblepharum albidum;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum albidum;1;Río Orinoco, La Esmeralda;;;Mägdefrau, K. 186;1958-02-24;VEN;;;Morales & García 2006
Octoblepharum albidum;1;Alrededores de la Comunidad de Culebra, entre los Cerros Duida y Huachamacari;;;Guariglia, M. Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J. 1433;1982-01-28;VEN;;;Morales & García 2006
Octoblepharum albidum;1;Río  Mawarinuma. Cañón Grande Campamento base La Neblina;140;;Buck, W. 11485, 10861;1984-02-01;VEN;;;Morales & García 2006
Octoblepharum albidum;1;Cerro La Neblina, summit camp. I.;;;Buck, W. 10750;1984-02-07;VEN;;;Morales & García 2006
Octoblepharum albidum;3;;;;;;;;;
Octoblepharum albidum;4;;;;;;;;;
Octoblepharum albidum;5;Al NE de Punta de Piedra;;;Steyermark, J. & Rabe, M. 96606;1966-08-25;VEN;;;Morales & García 2006
Octoblepharum albidum;5;Sierra Ichún, a lo largo del Río Ichún;625;725;Steyermark, J. 90274;1961-12-27;VEN;;;Morales & García 2006
Octoblepharum albidum;5;Caroní. Canaima;;;Mägdefrau, K. 529;1958-03-16;VEN;;;Morales & García 2006
Octoblepharum albidum;5;Salto del Caroní;;;Vareschi, V. 2026;1952-11-01;VEN;;;Morales & García 2006
Octoblepharum albidum;10;Caracas: El Volcán, Los Guayabitos, Quebrada de Ficus;;;Mägdefrau, K. 516;1958-03-09;VEN;;;Morales & García 2006
Octoblepharum albidum;14;Fila de Terepaima, entre el Alto de Chuparral y La Loma Redonda, 21-23 Km al S de Cabudare;;;Steyermark, J., Delascio, F., G.C.K. & Dusterville, E. 103429 ;1970-08-04;VEN;;;Morales & García 2006
Octoblepharum albidum;16;;;;;;;;;
Octoblepharum albidum;17;Cerca de Jusepín, cerca de Quiriquire;;;;;;;;
Octoblepharum albidum;17;Bajos del Río Carapiche;;;Medina, E. s/n;1951-01-01;;;;
Octoblepharum albidum;23;;;;;;;;;
Octoblepharum albidum;9;;;;;;;;;
Octoblepharum albidum;15;;;;;;;;;
Octoblepharum albidum;25;San José de Los Altos;;;;;;;;
Octoblepharum albidum;25;Carretera Machiquea- Colón, entre Río Tocuyo y Río Aricuizá;;;Steyermark, J. & Fernández, J. 99606;1967-08-22;VEN;;;Morales & García 2006
Octoblepharum albidum;19;Represa de Boconó;200;;Aymard, G., Fernández, A. & Taphorn, D. 1758;1982-12-05;VEN;;;Morales & García 2006
Octoblepharum albidum;21;O del Piñal, O de Río Frío;;;Steyermark, J. & Rabe, M. 96683;1966-08-27;VEN;;;Morales & García 2006
Octoblepharum albidum var. violascens;3;;;;;;;;;
Octoblepharum albidum var. violascens;9;;;;;;;;;
Octoblepharum albidum var. violascens;1;Río Negro, alrededores de San Carlos;;;Spruce;;;;;
Octoblepharum albidum var. violascens;1;Alto Orinoco, alrededores de La Esmeralda;100;250;H. H. Tate 226, 334;;;;;Pittier 1936
Octoblepharum ampullaceum;1;Alto Orinoco, alrededores de la Esmeralda;;;H. H. Tate 225;;;;;Pittier 1936
Octoblepharum cocuiense;1;"Cerro Marachuaca; Cerro Duida cara sudeste cerca de Caño negro (tributaRío del Caño Igupo)";;;;;;;;
Octoblepharum cocuiense;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum cocuiense;1;Casiquiare, Capiguara;;;Mägdefrau, K. 202;1958-01-27;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Cerro Marachuaca;;;Guariglia, M. Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J. 1519;1982-01-31;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Cerro La Neblina, summit camp. I. ;;;Buck, W. 10714;1984-02-07;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Cerro de La Neblina Camp. IV. 15 Km NNE de Pico Phelps;;;Liesner, R. 16760;1984-03-15;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Cerro Aracamuni;;;Liesner, R. & Carnevali, G. 22649;1987-10-30;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Neblina, Río Mawarinuma. 7 Km ENE de Puerto Chimo;;;Davidse,  G. & Miller, J. 27329;1984-07-09;VEN;;;Morales & García 2006
Octoblepharum cocuiense;1;Caño Yutajé S de base de Serranía de Yutajé;;;Liesner, R. & Holst, B. 21190;1987-02-17;VEN;;;Morales & García 2006
Octoblepharum cocuiense;21;A río Frío;;;Steyermark, J. & Rabe, M. 96671;1966-08-27;VEN;;;Morales & García 2006
Octoblepharum cocuiense;21;Valle situado al oeste de Ayari;;;Steyermark, J. 96645;1966-08-27;VEN;;;Morales & García 2006
Octoblepharum cocuiense;25;"Cuenca del río Socuy y el bosque nublado llamado ""el páramo"" arriba de la ""gran sabana""";;;;;;;;
Octoblepharum cocuiense;25;Valle del Río Socuy;;;Griffin, D. 297, 338, 312;1975-07-07;VEN;;;Morales & García 2006
Octoblepharum cocuiense;5;Roraima;;;;;;;;
Octoblepharum cocuiense;5;0-6 Km SE de El Paují;;;Liesner, R. & Holst, B. 21190;1987-02-17;VEN;;;Morales & García 2006
Octoblepharum cocuiense;5;1-2 Km NE de El Paují;;;Liesner, R. 19791;1985-11-09;VEN;;;Morales & García 2006
Octoblepharum cylindricum;5;Cerro Guaiquinima;;;Sipman, H. 27047;1990-02-12;VEN;;;Morales & García 2006
Octoblepharum cylindricum;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum cylindricum;5;Cerro Guaiquinima;;;Sipman, H. 27167;1990-02-14;VEN;;;Morales & García 2006
Octoblepharum cylindricum;5;Cerro Guaiquinima;;;Sipman, H. 26750;1990-02-08;VEN;;;Morales & García 2006
Octoblepharum cylindricum;1;Río Negro, alrededores de San Carlos;;;Spruce;;;;;Pittier 1936
Octoblepharum cylindricum;1;Río Guainia, Maroa;;;Mägdefrau, K. 259a;1958-02-08;VEN;;;Morales & García 2006
Octoblepharum cylindricum;17;Caripe;;;Moritz 134;;;;;Pittier 1936
Octoblepharum erectifolium;21;;;;;;;;;
Octoblepharum erectifolium;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum erectifolium;1;Alto Orinoco (Cumbres del Duida);2100;;H. H. Tate 571;;;;;Pittier 1936
Octoblepharum erectifolium;25;"Entre San José de Los Altos y Topochalito/ Cuenca del río Socuy y el bosque nublado llamado ""el páramo"" ariba de la ""gran sabana""";2200;2400;Griffin, D. 151;1975-07-07;VEN;;;Morales & García 2006
Octoblepharum erectifolium;25;Valle del río Socuy;;;Griffin, D. 302;1975-07-07;VEN;;;Morales & García 2006
Octoblepharum erectifolium;5;Macizo de Jaua, Auyan-tepui;;;;;;;;
Octoblepharum erectifolium;5;Meseta del Jaua, cumbre del Cerro Jaua, porciòn SO, Río Marajano;;;Steyermark, J., Carreño, V. & Brewer, Ch. 109819;1974-04-04;VEN;;;Morales & García 2006
Octoblepharum erectifolium;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 11338;1984-02-01;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;1;Alto Orinoco (Cumbres del Duida);2100;;H. H. Tate 488;;;;;Pittier 1936
Octoblepharum pulvinatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum pulvinatum;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 10814, 11333, 11501, 10965, 10983;1984-02-01;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 10784, 10703;1984-02-07;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;1;Cerro de La Neblina, 15,5 Km al NNE del Pico Phelps;770;;Buck, W. 11588, 11618;1984-03-17;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;1;Al NO del Cerro de La Neblina;1830;;Buck, W. 10950;1984-02-17;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;1;Serranía Parú, Alto Ventuari;;;Mondolffi s/n;1959-02-02;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;3;Reserva Foresta San Camilo, Quebrada de la Cristalina, Cerro La Nulita;;;Steyermark, J., Bunting, G. & Blanco, C. 101731;1968-04-02;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;16;;;;;;;;;
Octoblepharum pulvinatum;5;Auyan-tepui;;;;;;;;
Octoblepharum pulvinatum;5;Auyan-tepui, Río Churún;;;Steyermark, J. 93341;1964-05-04;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;5;Cumbre del Cerro Guaquinima, Río Szczerbanari;;;Steyermark, J., G.C.K. & E. Dunsterville 113403;1977-01-23;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;5;Caño Pablo, Río Caura, 6 Km al E- SE del Salto Para;240;;Morillo, G. & Liesner, R. 9013;1982-05-09;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;7;Los Tanques y La Toma, Río San Gián, arriba de la Planta Eléctrica, al S de Borburata;;;Steyermark, J. & Steyermark, C. 95540, 95539;1966-03-27;VEN;;;Morales & García 2006
Octoblepharum pulvinatum;9;E de Río Grande, 33 Km al Enero de El Palmar;;;Steyermark, J. 93105;1964-02-09;VEN;;;Morales & García 2006
Octoblepharum stramineum;1;;;;;;;;;
Octoblepharum stramineum;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum stramineum;1;Casiquiare, Caño Cuarichi;;;Mägdefrau, K. 230;1958-02-01;VEN;;;Morales & García 2006
Octoblepharum stramineum;1;Río Mawarinuma, Caño Grande, vencindad del campamento base de La Neblina;140;;Buck, W. 12818;1985-02-01;VEN;;;Morales & García 2006
Octoblepharum stramineum;5;;;;;;;;;
Octoblepharum stramineum;17;;;;;;;;;
Octoblepharum stramineum;12;Cerro Santa Ana;;;;;;;;
Octoblepharum tatei;1;Cerro Marachuaca;;;;;;;;
Octoblepharum tatei;;Sin localidad;;;;;;;;Churchill et al. 2000
Octoblepharum tatei;1;Cumbre del Cerro Marahuaca;;;Guariglia, M. Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J. 1652, 1623;1982-01-31;VEN;;;Morales & García 2006
Octoblepharum tatei;1;Cumbre del Cerro Marahuaca, sección noroccidental;;;Steyermark, J. Brewer, Ch. & Liesner, R. 124505;1981-02-16;VEN;;;Morales & García 2006
Octoblepharum tatei;1;Cerro La Neblina, campamento IV, 15 Km NNE of Pico Phelps;;;Liesner, R. 16765, 16771;1984-03-15;VEN;;;Morales & García 2006
Octoblepharum tatei;1;Open rocky Plateau of Cerro de Marahuaca, above Salto Los Monos on tributary of headwaters of Río Iguapo;;;Liesner, R. 18048;1985-02-27;VEN;;;Morales & García 2006
Octoblepharum tatei;5;Auyan-tepui, cumbre de la parte SE del NO, Río Churún, O del Salto Churún;;;Steyermark, J. 93432;1964-05-05;VEN;;;Morales & García 2006
Octoblepharum tatei;5;Macizo de Chimantá, sector centro- noreste del Chimantá- tepui, caño Chimantá;;;Steyermark, J., Huber, O. & Carreño, V. 128121, 128171- A;1983-01-26;VEN;;;Morales & García 2006
Octoblepharum tatei;5;Meseta del Jaua, Cumbre del Cerro Jaua, porción SO, Río Marajano;1100;;Steyermark, J., Carreño, V. & Brewer, Ch. 109490;1974-02-22;VEN;;;Morales & García 2006
Octoblepharum tatei;5;Ptari-tepui, Auyan-tepui, Macizo de Jaua;;;;;;;;
Octoblepharum tatei;5;Alto Orinoco (Cerro Duida);1900;;H. H. Tate 1054, tipo;;;;;Pittier 1936
Amphidium tortuosum;15;Sierra de Santo Domingo, páramo de Mucubají, cerca de la Laguna de Los Patos;3570;;Griffin et al. 949;;FLAS;;;Griffin III 1977c
Amphidium tortuosum;15;Camino a la torre de TV, cerca del Pico El Águila;3800;;Griffin  et al. 1335;;FLAS;;;Griffin III 1977c
Amphidium tortuosum;21;;;;;;;;;
Amphidium tortuosum;22;Páramo La Estrella, al sur del pueblo La Mesa de Esnujaque;3100;;Griffin et al. 1355;;FLAS;;;Griffin III 1977c
Amphidium tortuosum;15;Parque Nacional Sierra Nevada, Laguna de Mucubají y el Águila;3750;;Steyermark, J., Arthur y Cronquist, M. 106296;1972-06-27;VEN;;;Morales & García 2006
Bryomaltaea obtusifolia;21;;;;Fendler 25;;;;;Pittier 1936
Bryomaltaea obtusifolia;21;;;;;;;;;
Codonoblepharon pungens;;Sin localidad ;;;;;;;;
Orthotrichum aequatoreum;15;Sierra Nevada de Mérida cerca de la Laguna de Los Anteojos;;;Griffin et al. 468;;FLAS;;;Griffin III 1975
Orthotrichum aequatoreum;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum diaphanum;;;;;;;;;;
Orthotrichum diaphanum var. diaphanum;15;Escagüey Hacienda La Cañada;;;;;;;;Lara et al. 1999
Orthotrichum elongatum;15;Sierra de Mérida hacia la Laguna Los Anteojos ;;;Griffin et al. 296;;FLAS;;;Griffin III 1975
Orthotrichum elongatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum elongatum;15;Paso del Águila;;;;;;;;Lewinski 1994
Orthotrichum elongatum;15;Páramo Los Granates, alrededor de El Chimborazo;3400;;Dana G. Griffin, III & Manuel López-Figueiras PV-1039;1985-02-21;MO;08°47'N;070°41'W;Tropicos.org
Orthotrichum elongatum;22;Páramo de Guirigay, arriba del pueblo de Las Piedras;3200;;Dana G. Griffin, III PV-1512a;1985-03-14;MO;08°56'N;070°30'W;Tropicos.org
Orthotrichum laxifolium;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum laxifolium;;;;;;;;;;Tropicos.org (ANBRY)
Orthotrichum mandonii;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum mandonii;;;;;;;;;;Tropicos.org (ANBRY)
Orthotrichum pallens;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum pallens;;;;;;;;;;Tropicos.org (ANBRY)
Orthotrichum pariatum;15;;;;;;;;;Tropicos.org
Orthotrichum penicillatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum penicillatum;;;;;;;;;;Tropicos.org (ANBRY)
Orthotrichum pycnophyllum;15;;;;;;;;;Tropicos.org
Orthotrichum pycnophyllum var. pycnophyllum;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum pycnophyllum var. verrucosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum pycnophyllum var. verrucosum;;;;;;;;;;Tropicos.org (ANBRY)
Orthotrichum rupestre;15;;;;;;;;;Tropicos.org
Orthotrichum rupestre;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum spanotrichum;15;Sierra Nevada cerca de Santo Domingo arriba del Hotel los Frailes;;;;;;;;Lara et al. 1999
Orthotrichum subulatum;15;Páramo de Santo Domingo;;;;;;;;
Orthotrichum steerei;5;;;;;;;;;
Orthotrichum steerei;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum steerei;21;;;;;;;;;
Orthotrichum tenuicaule;15;Sierra Nevada cerca de Santo Domingo arriba del Hotel los Frailes;;;;;;;;Lara et. al 1999
Orthotrichum tenuicaule;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthotrichum tenuicaule;15;Laguna negra;;;;;;;;Lara et. al 1999
Phyllodrepanium falcifolium;17;;;;;;;;;
Phyllodrepanium falcifolium;5;;;;;;;;;
Phyllodrepanium falcifolium;1;Alto Orinoco. Alrededores de Esmeralda;;;H. H. Tate 222, tipo;;;;;Pittier 1936
Zygodon fragilis;21;Páramo El Batallón, por encima de La Grita;;;;;;;;
Zygodon fragilis;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon fragilis;15;Páramo de Mucubají, Sierra Nevada de Santo Domingo;;;;;;;;
Zygodon longicellularis;5;Páramo del Santo Cristo, Parque Nacional Sierra Nevada;;;;;;;;
Zygodon longicellularis;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon longicellularis;15;Páramo de los Granates;;;;;;;;
Zygodon longicellularis;15;Loma Redonda;;;;;;;;
Zygodon longicellularis;15;Páramo Los Conejos;;;;;;;;
Zygodon longicellularis;15;Páramo de Mucubají;;;;;;;;
Zygodon longicellularis;15;Páramo de Guirigay ;;;;;;;;
Zygodon oeneus;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon oeneus;;;;;;;;;;Tropiocs.org (ANBRY)
Zygodon peruvianus;15;Páramo de Mucubají cerca de la Laguna Los Patos;;;Griffin et al. 1041;;FLAS;;;Griffin III 1975
Zygodon peruvianus;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon peruvianus;15;Sierra Santo Domingo. Páramo de Mucubají sobre la Laguna Negra;3400;;Griffin, D., López, M. & Ruiz, L. 17462;1972-07-01;VEN;;;Morales & García 2006
Zygodon peruvianus;15;Páramo Loma Redonda, Teleférico;4068;;Dorr, L., Barnett, L. 5241;1988-05-20;VEN;;;Morales & García 2006
Zygodon peruvianus;15;Parque Nacional Sierra Nevada. Laguna Mucubají;3750;;Steyermark, J., Arthur. & Cronquist, M. 106300;1972-06-27;VEN;;;Morales & García 2006
Zygodon petrophilus;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon pichinchensis;15;;;;;;;;;
Zygodon pichinchensis;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon pichinchensis;15;Páramo Loma Redonda, Teleférico;4045;;Dorr, L., Barnett, L. & Diggs, G. Jr 4929;1988-04-23;VEN;;;Morales & García 2006
Zygodon pichinchensis;15;Sierra Nevada de Mérida, Laguna de los Anteojos justo sobre la Loma Redonda;3800;;Griffin, D., López, M. & Ruiz, L. 17516;1972-07-01;VEN;;;Morales & García 2006
Zygodon pilosulus;7;;;;;;;;;
Zygodon pilosulus;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon pilosulus;21;;;;;;;;;
Zygodon pilosulus;21;Páramo de Tamá;2475;2550;Steyermark, J., G.C.K. & E. Dunsterville 98398;1967-05-18;;;;
Zygodon reinwardtii;;Sin localidad;;;Fendler 27, tipo;;;;;Pittier 1936
Zygodon reinwardtii;;Sin localidad;;;;;;;;Churchill et al. 2000
Zygodon reinwardtii;2;Distrito Libertad: ridges and tops of Montanas Negras, along Sucre & Anzoátegui border, 20 Km NE of Bergantín;;;;;MO;10°04'N;064°11'W;Tropicos.org
Zygodon reinwardtii;4;;;;;;;;;
Zygodon reinwardtii;5;"Ptari-tepui; Auyan-tepui; Roraima";;;;;;;;
Zygodon reinwardtii;5;Distrito Piar: Macizo del Chimantá. Sector centro-noreste del Chimantá-tepui, cabeceras orientales del Caño Chimantá;;;;;MO;05°18'N;062°09'W;Tropicos.org
Zygodon reinwardtii;5;Distrito Piar: Macizo del Chimantá. Altiplanicie en la base meridional de los farallones supeRíores del Apacará-tepui, sector Norte del Macizo ;;;;;MO;05°20'N;062°12'W;Tropicos.org
Zygodon reinwardtii;10;;;;;;;;;
Zygodon reinwardtii;15;Sin localidad;;;Moritz 186, tipo;;;;;Pittier 1936
Zygodon reinwardtii;15;Dist. Libertador: Sierra Nevada de Mérida. Along trail of teleférico between stations Aguada & La Montaña ;;;;;MO;08°10'N;071°35'W;Tropicos.org
Zygodon reinwardtii;15;Sierra Nevada, Teleférico: Loma Redonda, camino hacia Los Nevados ;;;;;MO;08°33'N;071°04'W;Tropicos.org
Zygodon reinwardtii;15;Along road Santo Domingo-Apartaderos ;;;;;MO;08°49'N;070°47'W;Tropicos.org
