nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Leucobryum giganteum;5;1-2 Km NE of El Paují, Río Cabass below Salto and adjacent forest slope;800;900;Liesner, R. 19676;1985-11-07;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Macizo de Chimantá, Amuri-tepui;1950;;Steyermark, J., Huber, O. & Carreño, V. 128619;1983-02-02;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Sierra de Pakaraima, Río Paragua (Aguapira);1400;;Steyermark, J. 107251;1973-05-04;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Meseta del Jaua, cumbre del Cerro Jaua, porción SO, al E del tributaRío del Río Marajano;1800;;Steyermark, J., Carreño, V. & Brewer, Ch. 109827;1974-02-26;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Meseta del Jaua, cumbre del Cerro Jaua, porción central-occidental, río Kanarakuni;1922;2100;Steyermark, J. 98105;1967-03-22;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Meseta del Jaua, Cumbre de Sarisariñama, porción NE;700;;Steyermark, J., Carreño, V. & Brewer, Ch. 109346;1974-02-12;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Meseta del Jaua, Cumbre de Sarisariñama, porción NE;700;;Steyermark, J., Carreño, V. & Brewer, Ch. 109022;1974-02-13;VEN;;;Morales & García 2006
Leucobryum giganteum;5;Auyan-tepui, cumbre de la parte occidental, Río Churún;1760;;Steyermark, J. 93336;1964-05-04;VEN;;;Morales & García 2006
Leucobryum giganteum;12;Cerro Santa Ana, ascensión del lado S desde el pueblo de Santa Ana;850;;Steyermark, J. & Braun, A. 94570;1966-01-24;VEN;;;Morales & García 2006
Leucobryum giganteum;14;Entre Cubiro y La Escalera;1600;2000;Steyermark, J., Carreño, V. & Nehlin, S. 11236;1974-07-07;VEN;;;Morales & García 2006
Leucobryum giganteum;15;Cerro Las Flores;2300;;Mägdefrau, K. 607;1958-03-31;VEN;;;Morales & García 2006
Leucobryum giganteum;20;Península de Paria, Cerro de Humo, NO de Irapa, entre Roma y Santa Isabel;1273;;Steyermark, J. 94938, 94937;1966-03-02;VEN;;;Morales & García 2006
Leucobryum giganteum;21;Quebrada Agua Blanca cerca de la Rochela;1850;2000;Davidse, G. & González, A. 22370;1982-11-15;VEN;;;Morales & García 2006
Leucobryum giganteum;25;Valle del río Socuy, arriba de la Gran Sabana;2400;2800;Griffin, D. 323, 308;1975-07-07;VEN;;;Morales & García 2006
Leucobryum glaucum;1;Río Negro, Entre Pimichin y Javita;;;Spruce;;;;;
Leucobryum glaucum;15;;;;;;;;;
Leucobryum glaucum;5;;;;;;;;;
Leucobryum glaucum;10;Galipán;1700;;Moritz 132 a, Funck & Schlim 361;;;;;Pittier 1936
Leucobryum glaucum;5;Auyan-tepui, campamento 2, Río Cucurital;;;V. & F. 4724;1956-04-20;VEN;;;Morales & García 2006
Leucobryum martianum;1;;;;;;;;;Tropicos.org
Leucobryum martianum;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucobryum martianum;4;;;;;;;;;Tropicos.org
Leucobryum martianum;5;;;;;;;;;Tropicos.org
Leucobryum martianum;5;;;;;;;;;
Leucobryum martianum;10;;;;;;;;;
Leucobryum martianum;20;"Cerro de Río Arriba, oeste de Cerro de Humo; arriba de Santa Isabel";600;700;Julian A. Steyermark & Marvin Rabe 96198 ;1966-08-09;MO;10°38'N;062°58'W;Tropicos.org
Leucobryum martianum;21;;;;;;;;;
Leucobryum martianum;25;"Cuenca del río de Río Socuy y el bosque nublado llamado ""el páramo"" arriba de la ""gran sabana""";;;;;;;;
Leucobryum martianum;1;"Río Negro, alrededores de San Carlos entre Pimichin y Javita; Entre lLa Esmeralda y Sureste del Cerro Duida; Entre la Gran Sabana y Caño Negro";;;Spruce;;;;;Pittier 1936
Leucobryum martianum;1;Alto Orinoco, en los alrededores de la Esmeralda;100;250;H. H. Tate 224, 333, 1065;;;;;Pittier 1937
Leucobryum martianum;17;El Cocollar de Caripe;;;Moritz 132;;;;;Pittier 1936
Leucobryum martianum;16;Silla de Caracas;;;Moritz 131;;;;;Pittier 1937
Leucobryum martianum;5;Macizo de Jaua, Auyan-tepui;;;;;;;;
Leucobryum martianum;1;Alrededores de la comunidad de Culebra, entre los Cerros Duida y Huachamacari;200;400;Guariglia, M., Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J. 1669, 1689, 1391, 1736, 1685, 1677;1982-01-28;VEN;;;Morales & García 2006
Leucobryum martianum;1;Salto Yureba, caño Yureba, bajo Ventuari;120;150;Delascio, F. & Guanchez, F. 10771;1981-10-24;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cerro Yapacana;125;400;Steyermark, J. & Bunting, G. 103052;1970-05-03;VEN;;;Morales & García 2006
Leucobryum martianum;1;San Carlos de Río Negro;119;;Delasciom F., Christenson, G. & Broome, C. 9448;1981-03-21;VEN;;;Morales & García 2006
Leucobryum martianum;1;Río Negro;80;;Davidse, G. & Miller, J. 26764;1984-06-28;VEN;;;Morales & García 2006
Leucobryum martianum;1;Alrededores de San Fernando de Atabapo;;;Foldats, E. 3618;1960-09-02;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cassiquiare. Capiguara;;;Mägdefrau, K. 203;1958-01-27;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cassiquiare. Capiguara;;;Mägdefrau, K. 242;1958-02-02;VEN;;;Morales & García 2006
Leucobryum martianum;1;7-9 Km de Yavita hacia Pimichín;125;;Steyermark, J. & Bunting, G. 102916;1970-04-22;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cerro Yapacana, Caño Cotua;125;;Steyermark, J. & Bunting, G. 102992;1968-04-30;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cerro Autana;1230;1270;Steyermark, J. 105195;1971-09-21;VEN;;;Morales & García 2006
Leucobryum martianum;1;Sierra de Parima, al NO del Río Orinoco;1300;;Steyermark, J. 106103 - A;1972-05-18;VEN;;;Morales & García 2006
Leucobryum martianum;1;Entre Neblina Base Camp IV y montaña de Canyon Grande a Puerto Chimo, Río Mawarinuma;130;200;Davidse, G. & Miller, J. 27035;1984-07-06;VEN;;;Morales & García 2006
Leucobryum martianum;1;Al SO del Cerro Yapacana, Río Cotua;125;;Steyermark, J. & Bunting, G. 102992;1968-04-30;VEN;;;Morales & García 2006
Leucobryum martianum;1;Al NO del Cerro de La Neblina;1830;;Buck, W. 10929;1984-02-17;VEN;;;Morales & García 2006
Leucobryum martianum;1;1 Km al SSO de La Neblina;200;340;Buck, W. 11403;1984-03-06;VEN;;;Morales & García 2006
Leucobryum martianum;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 10994, 10981, 11087, 11233;1984-02-01;VEN;;;Morales & García 2006
Leucobryum martianum;1;9 Km NW de Yutajé;1050;1300;Liesner, R. & Holst, B. 21719;1987-03-07;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cerro de La Neblina camp IV. 15 Km NNE de Pico Phelps ;780;;Liesner, R. 16778, 16753;1984-03-15;VEN;;;Morales & García 2006
Leucobryum martianum;1;Alrededores de la comunidad de Culebra, entre los Cerros Duida y Huachamacari;200;400;Guariglia, M., Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J. 1683;1982-01-28;VEN;;;Morales & García 2006
Leucobryum martianum;1;Neblina base camp en río Mawarinuma;;;Miller, J. 1719, 1736;1984-07-06;VEN;;;Morales & García 2006
Leucobryum martianum;1;Canyon Grande, Río Mawarinuma entre montaña y Cañon ca. 7 Km ENE of Puerto Chimo;350;400;Davidse, G. & Miller, J. 27196;1984-07-09;VEN;;;Morales & García 2006
Leucobryum martianum;1;Cerro Yapacana;;;Steyermark, J.  & Bunting, G. 103052;1970-05-03;VEN;;;Morales & García 2006
Leucobryum martianum;1;1,5 Km E de Río Coro-Coro, W de Serranía Yutajé;270;;Liesner, R. & Holst, B. 21261;1987-02-20;VEN;;;Morales & García 2006
Leucobryum martianum;3;Reserva Forestal San Camilo. Cerro Nulita;250;280;Steyermark, J., Bunting, G. & Blanco, C. 101822-A, 101822-B;1968-04-04;VEN;;;Morales & García 2006
Leucobryum martianum;3;Reserva Forestal San Camilo. Quebrada del Dique;700;;Steyermark, J., Bunting, G. & Blanco, C. 101822-A, 101560;1968-03-29;VEN;;;Morales & García 2006
Leucobryum martianum;4;Choroní;1600;;Mägdefrau, K. 500;1958-02-28;VEN;;;Morales & García 2006
Leucobryum martianum;4;Rancho Grande. Pico Periquito;1300;;Mägdefrau, K. 364;1958-02-24;VEN;;;Morales & García 2006
Leucobryum martianum;5;Cerro Guaiquinima, Río Szczernabari (Río Carapo) ;750;840;Steyermark, J., G.C.K. & E. Dunsterville 113404;1977-01-23;VEN;;;Morales & García 2006
Leucobryum martianum;5;Sierra Auraima, Raudal de el Perro;400;;Steyermark, J. 90845;1962-01-16;VEN;;;Morales & García 2006
Leucobryum martianum;5;Macizo del Chimantá, sector SSE. Altiplanicie sur- oriental del Acopán- tepui, ríoArauác;1920;;Luteyn, L. & Huber, O. 9522;1984-02-14;VEN;;;Morales & García 2006
Leucobryum martianum;5;Río Churún;1660;;Steyermark, J. 93818;1964-05-12;VEN;;;Morales & García 2006
Leucobryum martianum;5;Quebrada el Jaspe, 47 Km al N de Santa Elena, río Yuruaní;1200;;Steyermark, J., G.C.K. & E. Dunsterville 112355;1976-08-25;VEN;;;Morales & García 2006
Leucobryum martianum;5;Caroní. Canaima;400;;Mägdefrau, K. 530;1958-03-16;VEN;;;Morales & García 2006
Leucobryum martianum;5;Near El Paují, río Cabass and Salto ;800;900;Liesner, R. 19378;1985-11-03;VEN;;;Morales & García 2006
Leucobryum martianum;5;Affluent of Río Acanán near Yuray- meru rapids 1,5 Km S of SW corner of Amaruay-tepui;500;;Liesner, R. & Holst, B. 20195;1986-04-22;VEN;;;Morales & García 2006
Leucobryum martianum;5;A 4 Km W de El Paují, 2-5 Km N de Río Chaberú;750;900;Liesner, R. 85-57;1985-11-12;VEN;;;Morales & García 2006
Leucobryum martianum;5;Auyan-tepui, Río Churún;1760;;Steyermark, J. 93356;1964-05-04;VEN;;;Morales & García 2006
Leucobryum martianum;5;Auyan-tepui. Río Cucurital;;;Vareschi, V. 6532, 6526;1956-04-20;VEN;;;Morales & García 2006
Leucobryum martianum;5;Neblina base camp en río Mawarinuma;140;;Miller, J. 1736;1984-07-06;VEN;;;Morales & García 2006
Leucobryum martianum;5;Río Cuyuní, al S del Dorado;1300;1380;Steyermark, J., G.C.K. & E. Dunsterville 104244;1970-12-22;VEN;;;Morales & García 2006
Leucobryum martianum;5;Río Caura, Salto Para, en las islas 2-3 Km arriba del campamento las Pavas;250;300;Steyermark, J., G.C.K. & E. Dunsterville 112930;1977-01-14;VEN;;;Morales & García 2006
Leucobryum martianum;5;Amaruay-tepui;550;810;Liesner, R. & Holst, B. 20353, 20354;1986-04-26;VEN;;;Morales & García 2006
Leucobryum martianum;5;Meseta del Jaua. Cerro Jaua. Río Marajano;1850;1920;Steyermark, J., Carreño, V. & Brewer, Ch. 109789;1974-03-04;VEN;;;Morales & García 2006
Leucobryum martianum;5;Meseta del Jaua. Cerro Sarisariñama, cumbre, porción NE inteRíor;1100;;Steyermark, J., Carreño, V. & Brewer, Ch. 109081;1974-02-18;VEN;;;Morales & García 2006
Leucobryum martianum;5;;;;Brewer-Carias, Ch. s/n ;1976-02-10;VEN;;;Morales & García 2006
Leucobryum martianum;5;Macizo del Chimantá, sector centro- noreste del Chimantá-tepui, caño Chimantá;2000;;Steyermark, J., Huber, O. & Carreño, V. 12812- A;1983-01-26;VEN;;;Morales & García 2006
Leucobryum martianum;7;Río San Gián, al E de los Tanques, al S de Borburata;750;1100;Steyermark, J. & Steyermark, C. 95388;1966-03-31;VEN;;;Morales & García 2006
Leucobryum martianum;15;Al N de Mérida;;;Vareschi, V. & Lasser, T. s/n ;1951-04-28;VEN;;;Morales & García 2006
Leucobryum martianum;20;Península de Paria, Cerro de Río Arriba, al O del Cerro Humo, Río Santa Isabel;600;700;Steyermark, J. & Rabe, M. 96198;1966-08-09;VEN;;;Morales & García 2006
Leucobryum martianum;23;El Amparo hacia Candelaria, 7-10 Km al N de Salom;1200;1300;Steyermark, J., Carreño, V. & Diederichs, E. 106767;1972-12-27;VEN;;;Morales & García 2006
Leucobryum martianum;25;Valle del Río Socuy, Gran Sabana;2400;2800;Griffin, D. 343;1975-07-07;VEN;;;Morales & García 2006
Leucobryum microcarpum;;Sin localidad;;;Fendler 43;;;;;Pittier 1936
Leucobryum microcarpum;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucobryum polakowskyi;15;Páramo de Chacantá, arriba y al sur de Pueblo Nuevo;;;;;MO;08°26'N;071°25'W;Tropicos.org
Leucobryum polakowskyi;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucobryum polakowskyi;15;Along Mérida - La Azulita road 1 Km above La Chorrera;;;;;MO;08°35'N;071°17'W;Tropicos.org
Leucobryum polakowskyi;5;Ptari-tepui a lo largo de la base este;;;;;;;;
Leucobryum subobtusifolium;16;;;;;;;;;
Leucobryum subobtusifolium;3;;;;;;;;;
Ochrobryum gardneri;5;Ptari-tepui;;;;;;;;
Ochrobryum sessile;4;Parque Nacional Henri Pittier;;;;;;;;
Ochrobryum sessile;;Sin localidad;;;;;;;;Churchill et al. 2000
Ochrobryum sessile;7;Entre Valencia y Maracay;;;;;;;;
Ochrobryum subulatum;5;Vecindades de Matacuchillo, 22-25 Km oeste-suroeste de Santa Elena, ca. limites entre Venezuela y Brasil;;;;;MO;04°25'N;061°20'W;Tropicos.org
Ochrobryum subulatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Ochrobryum subulatum;15;Río Caparo;;;;;MO;07°41'N;071°28'W;Tropicos.org
Steyermarkiella anomalodictya;5;;;;;;;;;
Steyermarkiella anomalodictya;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucodon curvirostris;22;Páramo El Jabón, al SE y arriba de Carache;;;;;MO;09°34'N;070°07'W;Tropicos.org
Leucodon curvirostris;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucodon curvirostris;17;Alrededores de la Cueva del Guácharo, Caripe;;;Dumont, K., Morillo, G., Samuels, G. & Cain, R. VE- 7779;1972-07-18;VEN;;;Morales & García 2006
Leucodon curvirostris;22;Pico de Jabón & Páramo de Tumal SE de la Laguna de Termal, 12 Km SE de Carache;2550;2600;Dorr, L. & Barnett, L. 5167;1988-05-12;VEN;;;Morales & García 2006
Leucodon subgracilis;21;;;;;;;;;
Leucodon subgracilis;;Sin localidad;;;;;;;;Churchill et al. 2000
Leucodon subgracilis;21;Río Quinimarí, Peña de Pata de Judío y el pié de salto de Chorrejón de la Mota de la Peña de Ventana;2500;2800;Steyermark, J., G.C.K. & E. Dunsterville 100759;1968-01-12;VEN;;;Morales & García 2006
Leucomium strumosum;1;Río Casiquiare) entre el Salano y la boca del Río Pacimoni;;;;;;;;
Leucomium strumosum;4;El Portachuelo entre Maracay y Ocumare;;;;;;;;
Leucomium strumosum;5;Macizo de Jaua, Chimantá;;;;;;;;
Leucomium strumosum;9;Delta del Orinoco cerca de Mauaos;;;;;;;;
Leucomium strumosum;17;El páramo noreste de Las Delicias;;;;;;;;
Leucomium strumosum;20;Península de Paria, Cerro de Humo;;;;;;;;
Leucomium strumosum;25;"Vegas del Río Lora; Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana"", San José de Los Altos";;;;;;;;
Leucomium strumosum;25;Vegas del Río Lora;;;Pittier 11936;;;;;Pittier 1936
Leucomium strumosum;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 11195, 11013, 11021, 11493, 11304;1984-02-01;VEN;;;Morales & García 2006
Leucomium strumosum;1;Río Mawarinuma. Cañon Grande, campamento base La Neblina;140;;Buck, W. 12950;1985-02-18;VEN;;;Morales & García 2006
Leucomium strumosum;1;;;;Miller, J. 1738;1984-07-06;VEN;;;Morales & García 2006
Leucomium strumosum;4;Rancho Grande. Pico Periquito;1300;;Mägdefrau, K. 353, 371;1958-02-24;VEN;;;Morales & García 2006
Leucomium strumosum;4;Rancho Grande. Parque Nacional Henri Pittier;;;Vareschi, V. 21-B, 8, 21, 9 ;1950-06-23;VEN;;;Morales & García 2006
Leucomium strumosum;5;Gran Sabana. 5Km S de San Ignacio de Yuruaní;850;;Liesner, R. 24454;1988-05-09;VEN;;;Morales & García 2006
Leucomium strumosum;10;El Junquito;1700;;Vareschi, V. 37;1950-07-02;VEN;;;Morales & García 2006
Leucomium strumosum;20;Península de Paria. Cerro de Humo. Río Santa Isabel;1060;;Steyermark, J. 94858;1966-03-01;VEN;;;Morales & García 2006
Leucomium strumosum;20;Península de Paria. Cerro de Humo. Entre la Laguna y Roma, al NO de Irapa;800;1000;Steyermark, J. 95113;1966-03-05;VEN;;;Morales & García 2006
Leucomium strumosum;21;W of El Piñal, W of brige over Río Frío ;;;Steyermark, J. 96709;1966-08-29;VEN;;;Morales & García 2006
Leucomium strumosum;23;El Amparo, 7-11 Km al N de Salom;1200;1300;Steyermark, J. & Carreño, V. 111463;1975-03-22;VEN;;;Morales & García 2006
Leucomium strumosum;23;Sierra de Aroa. Cerro Negro, Río Cocorotico;1150;1350;Steyermark, J. & Wessels, G. 100435;1967-11-14;VEN;;;Morales & García 2006
Leucomium strumosum;25;Río Lara;;;Pittier, H. 10936;1922-12-13;VEN;;;Morales & García 2006
Leucomium strumosum;25;Valle del Río Socuy, Gran Sabana;2400;2800;Griffin, D. 300;1975-07-07;VEN;;;Morales & García 2006
Leucomium strumosum;25;Entre el Campamento San José de los Altos y Topochalito;2200;2400;Griffin, D. 13, 104, 84;1975-07-07;VEN;;;Morales & García 2006
Leucomium steerei;5;Cerro Sarisariñama, Sima Mayor;;;;;MO;04°41'N;064°11'W;Tropicos.org
Leucomium steerei;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhyncostegiopsis flexuosa;15;;3325;;RR1006-1;;MERC;;;
Rhynchostegiopsis tunguaraguana;15;La Mucuy;2250;;A. Magallanes;2004-05-11;MERC, VEN;;;Morales & García 2006
Rhynchostegiopsis tunguaraguana;21;;;;;;;;;
Rhynchostegiopsis tunguaraguana;22;Páramo de Guaramacal;;;;;;;;
Rhynchostegiopsis tunguaraguana;21;Río Qunimarí, Quebrada Las Copas;2500;2630;Steyermark, J., G.C.K. & E. Dunsterville 100692;1963-01-11;VEN;;;Morales & García 2006
Rhynchostegiopsis tunguaraguana;22;Páramo de Guaramacal;2800;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G. Jr 5034;1988-04-29;VEN;;;Morales & García 2006
Groutiella apiculata;5;;;;;;;;;
Groutiella apiculata;;Sin localidad;;;;;;;;Churchill et al. 2000
Groutiella apiculata;15;;;;;;;;;
Groutiella apiculata;10;;;;;;;;;
Groutiella apiculata;17;;;;;;;;;
Groutiella apiculata;14;;;;;;;;;
Groutiella apiculata;9;Río Grande, 33 Km al NE de el Palmar;320;;Steyermark, J. 93107;1964-02-09;VEN;;;Morales & García 2006
Groutiella apiculata;10;Cerro Naiguatá;900;1000;Steyermark, J. 97518;1966-10-09;VEN;;;Morales & García 2006
Groutiella apiculata;10;Cerro Naiguatá;900;1000;Steyermark, J. 92026;1963-11-15;VEN;;;Morales & García 2006
Groutiella apiculata;14;S de Terepaima, 20 Km al S de Cabudare;1200;1300;Steyermark, J., Delascio, F., G.C.K. & E. Dunsterville 103430;1970-08-03;VEN;;;Morales & García 2006
