nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Cratoneuron filicinum;15;Páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas;;;;;MO;08°47'N;070°41'W;Tropicos.org
Cratoneuron filicinum;15;Paso Pico El Águila;;;;;MO;;;Tropicos.org
Cratoneuron filicinum;15;Parque Nacional Sierra Nevada;;;;;;;;Hedenäs 2003
Cratoneuron filicinum;15;El Águila;;;;;;;;Hedenäs 2003
Hamatocaulis vernicosus;15;Sierra Nevada de Santo Domingo, Páramo de Mucubají, cerca de Laguna Grande;;;;;;;;Hedenäs 2003
Hamatocaulis vernicosus;;Sin localidad;;;;;;;;Churchill et al. 2000
Hamatocaulis vernicosus;15;Páramo de Mucubají, cerca de Laguna Grande;;;;;;;;Hedenäs 2003
Leptodictyum riparium;15;Quebrada Los Salichales tributaRío del Río Canaguá sudeste de Canaguá;;;;;;;;Bartram 1957
Leptodictyum riparium;;Sin localidad;;;;;;;;Churchill et al. 2000
Leptodictyum riparium;15;Los Chorros de Milla;;;Medina, E. 355;1958-01-01;VEN;;;Morales & García 2006
Leptodictyum riparium;15;El Chorro, Cerro de las Quebraditas. Camino a la Azulita;1750;;Pannier, F. 212;1952-10-05;VEN;;;Morales & García 2006
Pseudocalliergon trifarium;15;Sierra Nevada de Mérida, Laguna de los Anteojos;;;Griffin et al. 402;;FLAS;;;Griffin III 1975
Pseudocalliergon trifarium;;Sin localidad;;;;;;;;Churchill et al. 2000
Pseudocalliergon trifarium;15;Loma Redonda, Laguna de Los Anteojos;;;Magdefräu 626c;;U;;;Hedenäs 2003
Pseudocalliergon trifarium;15;Sierra Nevada de Mérida, Laguna de Los Anteojos just below the Loma Redonda station;3800;;Griffin, D., López, M. & Ruiz- Terán, L. 17472;1972-07-27;VEN;;;Morales & García 2006
Scorpidium scorpioides;15;El Águila, Sierra de Santo Domingo,Páramo de Mucubají, Laguna Grande;;;;;;;;
Scorpidium scorpioides;;Sin localidad;;;;;;;;Churchill et al. 2000
Scorpidium scorpioides;15;Páramo de Los Conejos, Sierra del Norte;;;;;;;;
Scorpidium scorpioides;15;Páramo de Los Granates, cerca de Chimborazo;;;;;;;;
Scorpidium scorpioides;22;Páramo del Jabón sobre Carache;;;;;;;;
Scorpidium scorpioides;15;Along road above Pico El Águila;4100;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G. Jr. 17446;1972-07-27;;;;
Straminergon stramineum;;Sin localidad;;;;;;;;Churchill et al. 2000
Warnstorfia exannulata;15;Páramo de Mucubají arriba de laguna Grande;;;Griffin et al. 1028;;FLAS;;;Griffin III 1975
Warnstorfia exannulata;;Sin localidad;;;;;;;;Churchill et al. 2000
Warnstorfia exannulata;15;Al lado de la Laguna Negra;;;Griffin et al. 1189;;FLAS;;;Griffin III 1975
Warnstorfia exannulata;15;Parque Nacional Sierra Nevada entre St. Domingo y Apartaderos;;;;;;;;Hedenäs 2003
Warnstorfia exannulata;21;Páramo de Los Colorados;;;;;;;;Hedenäs 2003
Warnstorfia fluitans;15;Los Salichales, cerca de Canaguá;;;Steyermark 56414;;F, FH;;;Hedenäs 2003
Warnstorfia fluitans;;Sin localidad;;;;;;;;Churchill et al. 2000
Warnstorfia luipichensis;15;Cerca del hotel Los Frailejones, por debajo del Águila;;;;;;;;Hedenäs 2003
Warnstorfia sarmentosa;15;Sierra Nevada laguna de los Anteojos;;;;;;;;Hedenäs 2003
Warnstorfia sarmentosa;;Sin localidad;;;;;;;;Churchill et al. 2000
Warnstorfia sarmentosa;15;Páramo de Mucubají;;;;;;;;Hedenäs 2003
Andreaea brevipes;15;Teleférico trail estation at Pico Espejo;4765;;Steyermark, J & Koyama, T. 102390;1969-12-17;VEN;;;Morales & García 2006
Andreaea nitida;15;Teleférico trail at estation at Pico Espejo;4765;;Steyermark, J & Koyama, T. 102386, 102391;1969-12-17;VEN;;;Morales & García 2006
Andreaea nitida;;Sin localidad;;;;;;;;Churchill et al. 2000
Andreaea rupestris;15;Laguna de Los Anteojos unterhalb der Loma Redonda;4000;;Mägdefrau, K. 1610 ;1967-04-15;VEN;;;Morales & García 2006
Andreaea rupestris;15;Páramo between Apartaderos and El Águila;;;Steyermark, J & Rabe, M. 97154;1966-08-30;VEN;;;Morales & García 2006
Andreaea rupestris;15;Parque Nacional Sierra Nevada. Teleférico de Mérida. Estación Redonda.;3850;;León 9710/AB;1909-06-20;MO, MERC;08°32'N;071°04'W;Tropicos.org
Andreaea rupestris;14;;;;;;;;;Pursell 1973
Andreaea rupestris;15;Laguna de Los Anteojos, al pie del flanco noroccidental del pico Bolívar, Sierra Nevada de Mérida;3900;;Luis Ruiz Teran 6898;1972-01-26;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Mucubají, cerca de La Laguna Grande;3600;;Dana y Nancy Griffin, III PV-688;1984-07-28;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Santo Cristo, Parque Nacional de la Sierra Nevada, cerca de la Laguna de Santo Cristo;3600;3750;Dana Griffin, III y David Díaz PV-70;1984-06-20;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de San José, al sur de Lagunillas y el pueblito de San José;3200;;Dana y Nancy Griffin, III y David Díaz PV-457;1984-07-15;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Piñango, un sector del gran páramo de MucuchíesMérida;4100;;Dana Griffin, III y Manuel López F. PV-486;1984-07-18;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Piñango, un sector del gran páramo de MucuchíesMérida;4100;;Dana Griffin, III y Manuel López F. PV-487;1984-07-18;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Mucuchíes, entre Chachopo y El Águila;3300;3700;Dana y Nancy Griffin, III;1984-07-10;MERF;;;León et al. 2012
Andreaea rupestris;15;Páramo de Santo Cristo, Parque Nacional de la Sierra Nevada. Cerca de la Laguna de Santo Cristo;3600;3750;Dana Griffin III y David Díaz PV-79;1984-06-20;MERF;;;León et al. 2012
Aulacomnium palustre;15;Páramo de Mucubají, a 10 Km abajo del pueblito de Mucubají en la via hacia Santo Domingo;;;;;MO;08°47'N;070°48'W;Tropicos.org
Aulacomnium palustre;;Sin localidad;;;;;;;;Churchill et al. 2000
Aulacomnium palustre;15;Páramo de La Culata, Sierra Norte;;;;;MO;08°50'N;071°03'W;Tropicos.org
Aulacomnium palustre;5;Cerro Uaipan, Río Caroní;1800;; Cardona, F. 2074;1946-11-26;VEN;;;Morales & García 2006
Aulacomnium palustre;15;Páramo de Mucubají, cerca de la Laguna Grande;3600;;Dana y Nancy Griffin III PV-671;1984-07-28;MERF;;;León et al. 2012
Aulacomnium palustre;15;En Dos Quebradas, un sector del páramo de Piñango;3900;;M. López-Figueiras & Luis Ruiz  Terán 14000;1976-08-10;MERF;;;León et al. 2012
Anacolia intertexta;16;;;;;;;;;Pursell 1973
Anacolia intertexta;;Sin localidad;;;;;;;;Churchill et al. 2000
Anacolia laevisphaera;15;Entre Tabay y Mucuruba;;;;;;;;
Anacolia laevisphaera;15;Parque Nacional Sierra Nevada mas abajo de la Estacion Loma Redonda;;;;;;;;
Anacolia laevisphaera;15;Páramo near Loma Redonda Teleférico station;4045;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G. Jr. 4928;1988-04-23;VEN;;;Morales & García 2006
Anacolia laevisphaera;15;Sierra Nevada de Mérida near the Laguna de Los Anteojos;3800;;Griffin, D., López, M. & Ruiz-Terán, L. 17480;1972-07-27;VEN;;;Morales & García 2006
Anacolia laevisphaera;15;Sierra Nevada de Mérida near the Laguna de Los Anteojos;3800;;;;MO;08°33'N;071°04'W;Tropicos.org
Anacolia laevisphaera;15;En el cañon justamente al sur de Gavidia;3200;;;;MO;08°41'N;070°55'W;Tropicos.org
Anacolia laevisphaera;15;Páramo de La Culata, Sierra Norte;3100;3250;Dana y Nancy Griffin, III PV-332;1984-07-04;MERF;;;León et al. 2012
Anacolia laevisphaera;15;Corredor de la Laguna de Las Iglesias, Páramo de Los Conejos, Sierra de la Culata, cordillera de los Andes;3500;;Luis Ruiz Teran 7869;1972-12-24;MERF;;;León et al. 2012
Anacolia laevisphaera;15;En el Cañon, justo al sur de Gavidia;3200;;Dana y Nancy Griffin, III y David Díaz PV-520;1984-07-22;MERF;;;León et al. 2012
Anacolia laevisphaera;15;Laguna de Albarregas, páramo de Los Conejos, Sierra de La Culata, cordillera de los Andes;3800;3850;Luis Ruiz Teran 7777;1972-10-22;MERF;;;León et al. 2012
Anacolia laevisphaera;15;Páramo de La Culata, Sierra del Norte;3100;3250;Dana y Nancy Griffin, III PV-275;1984-07-04;MERF;;;León et al. 2012
Anacolia laevisphaera var. laevisphaera;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia angustifolia;15;Laguna Negra ;;;;;MO;08°15'N;071°52'W;Tropicos.org
Bartramia angustifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia angustifolia;15;Laguna Negra ;;;Griffin et al. 983;;FLAS;;;Griffin III 1975
Bartramia angustifolia;15;Páramo de Los Granates, cerca de la Laguna Brava;;;;;MO;08°47'N;070°41'W;Tropicos.org
Bartramia angustifolia;15;Sierra Nevada de Mérida cerca de la Laguna de Los Anteojos  ;;;Griffin et al. 292;;FLAS;;;Griffin III 1975
Bartramia angustifolia;15;Parque Nacional Sierra Nevada, Loma Redonda Teleférico station, ;4068;;Dorr, L., Barnett, L. 5234;1988-05-20;VEN;;;Morales & García 2006
Bartramia angustifolia;15;Laguna Negra;2700;2900;Mägdefrau, K. 1635;1967-04-18;VEN;;;Morales & García 2006
Bartramia angustifolia;21;Páramo de La Negra en la carretera hacia Pregonero.  ;4765;;Steyermark, J. & Rabe, M. 96892;1966-08-29;VEN;;;Morales & García 2006
Bartramia angustifolia;5;Páramo de Santo Cristo, Parque Nacional de la Sierra Nevada, cerca de la Laguna de Santo Cristo;3600;;Dana Griffin III y David Díaz PV-94;1984-06-20;MERF;;;León et al. 2012
Bartramia brevifolia;15;Laguna Negra;3470;;C. Chardon 32;;;;;Pittier 1936
Bartramia brevifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia brevifolia;22;;;;;;;;;
Bartramia brevifolia;5;;;;;;;;;
Bartramia brevifolia;15;Teleférico trail at Estación Pico Espejo.  ;;;Steyermark, J. & Koyama, T. 102392;1969-12-17;VEN;;;Morales & García 2006
Bartramia humilis;15;Sierra Nevada de Mérida, cerca de la Laguna de Los Anteojos y la estación Loma Redonda;3800;;Griffin et al. 355;;FLAS;;;Griffin III 1977c
Bartramia humilis;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia humilis;15;Camino de la Torre de TV, cerca del Pico Águila;3800;;Griffin et al. 1345 y 1346;;FLAS;;;Griffin III 1977c
Bartramia humilis;21;Páramo between Apartaderos and El Águila.;4000;;Steyermark, J. & Rabe, M. 97156;1966-08-30;VEN;;;Morales & García 2006
Bartramia longifolia;15;;;;;;;;;Fransén 1996
Bartramia mathewsii;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia mathewsii subsp. mathewsii;15;;;;;;;;;Fransén 1996
Bartramia mathewsii subsp. mathewsii;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia mathewsii subsp. mathewsii;21;;;;;;;;;Fransén 1996
Bartramia mathewsii subsp. synoica;15;Parque Nacional Sierra Nevada, Estación Loma Redonda Teleférico de Mérida, en la ruta a Los Nevados.;;;Fransén 1379;1981-10-17;MO;;;Tropicos.org
Bartramia mathewsii subsp. synoica;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia microstoma;15;Sierra Nevada de Mérida entre La Aguada y La Montaña. ;;;Griffin et al. 425 ;;FLAS;;;Griffin III 1975
Bartramia microstoma;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia microstoma;15;Páramo de Mucubají.  ;;;Griffin et al. 1132;;FLAS;;;Griffin III 1975
Bartramia potosica;15;Sierra Nevada;;;Moritz 187 c;;;;;Pittier 1936
Bartramia potosica;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia potosica;21;;;;;;;;;
Bartramia potosica;22;;;;;;;;;
Bartramia potosica;15;Laguna Negra.   (Morales & García 2006) ;4650;;Vareschi & Pannier 880a;1952-12-05;VEN;;;Morales & García 2006
Bartramia potosica;15;Pico de las Piedras Blancas.  ;;;Vareschi & Pannier 1260;1952-05-25;VEN;;;Morales & García 2006
Bartramia potosica;15;Páramo de Don Pedro, unos 20- 22 km al ESE de la población de El Morro;2850;3300;Luis Ruiz Teran & Manual López 8724;1973-06-07;MERF;;;León et al. 2012
Bartramia potosica;15;Páramo de Don Pedro, unos 20- 22 km al ESE de la población de El Morro;2850;3300;Luis Ruiz Teran & Manual López 8715;1973-06-07;MERF;;;León et al. 2012
Bartramia potosica;15;"Páramo de los Conejos, Sierra del Norte, en los alrededores de la finca ""San Rafael""";3300;;Dana Griffin III y Manuel López PV-529;1984-07-24;MERF;;;León et al. 2012
Bartramia potosica;15;Páramo de Don Pedro, unos 20- 22 km al ESE de la población de El Morro;2850;3300;Luis Ruiz Teran & Manual López 8699;1973-06-07;MERF;;;León et al. 2012
Bartramia potosica;15;Páramo de Don Pedro, unos 20- 22 km al ESE de la población de El Morro;2850;3300;Luis Ruiz Teran & Manual López 8707;1973-06-07;MERF;;;León et al. 2012
Bartramia potosica;5;Páramo de Don Pedro, unos 20- 22 km al ESE de la población de El Morro;2850;3300;Luis Ruiz Teran & Manual López 8698;1973-06-07;MERF;;;León et al. 2012
Bartramia potosica;5;Páramo de Santo Cristo, Parque Nacional Sierra Nevada cerca de la Laguna de Santo Cristo;3600;3750;Dana Griffin III y David Díaz PV-77;1984-06-20;MERF;;;León et al. 2012
Bartramia potosica;5;Páramo de Santo Cristo, Parque Nacional Sierra Nevada cerca de la Laguna de Santo Cristo;3600;3750;Dana Griffin III y David Díaz PV-48;1984-06-20;MERF;;;León et al. 2012
Bartramia potosica;5;Páramo de Santo Cristo, Parque Nacional Sierra Nevada cerca de la Laguna de Santo Cristo;3600;3750;Dana Griffin III y David Díaz PV-151;1984-06-20;MERF;;;León et al. 2012
Bartramia potosica;15;"Páramo de los Conejos, Sierra del Norte, en los alrededores de la finca ""San Rafael""";3300;;Dana Griffin III y Manuel López PV-561;1984-07-24;MERF;;;León et al. 2012
Bartramia strumosa;15;;;;;;;;;Fransén 1996
Bartramia strumosa;;Sin localidad;;;;;;;;Churchill et al. 2000
Bartramia strumosa;21;;;; ;;;;;Fransén 1996
Bartramia strumosa;15;;;;Griffin & López F. PV-626;;FLAS;;;Tropicos.org (ANBRY)
Bartramia thelioides;15;Sierra Nevada de Mérida, entre La Aguada y la Montaña, vía Teleférico;3260;;Griffin el al. 441;;FLAS;;;Griffin III 1977c
Breutelia brittoniae;15;17 Km road distance west south west of Santo Domingo on road to Mérida.;3200;;Ronald L. Liesner 13833;1982-04-22;MO;08°48'N;070°48'W;Tropicos.org
Breutelia brittoniae;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia brittoniae;15;Páramo de Mucubají, entre la Laguna Grande y la Laguna Negra.;3400;3500;Griffin & López F. PV-737;1985-06-02;MO;08°47'N;070°48'W;Tropicos.org
Breutelia brittoniae;22;Páramo de Guirigay, arriba del pueblo de Las Piedras. Entre el río Burate y Peñas Blancas.;3200;;Griffin & López F. PV-1520;1985-03-14;MO;08°56'N;070°30'W;Tropicos.org
Breutelia chrysea;15;Sierra Nevada de Mérida cerca de la Laguna de los Anteojos.;;;Griffin et al. 341;;FLAS;;;Griffin III 1975
Breutelia chrysea;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia chrysea;15;;;;;;MO;;;Tropicos.org
Breutelia chrysea;21;;;;;;MO;;;Tropicos.org
Breutelia chrysea;22;;;;;;MO;;;Tropicos.org
Breutelia chrysea;15;"Páramo de Los Conejos, Sierra del Norte, en los alrededores de la finca ""San Rafael""";;;Dana Griffin III y Manuel López PV-571;1984-07-24;MERF;;;León et al. 2012
Breutelia dominicensis;5;Gran Sabana, Salto Aponguao;1130;;Steyermark, J., G.C.K. & E. Dunsterville 115585  ;1978-02-22;VEN;;;Morales & García 2006
Breutelia inclinata;15;;;;;;MO;;;Tropicos.org
Breutelia inclinata;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia integrifolia;21;Páramo El Batallón, above the town of La Grita;3380;;Griffin et al. 510;1975-08-01;MO;08°05'N;071°55'W;Tropicos.org
Breutelia integrifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia integrifolia;22;Páramo de Guirigay (= Guiriguay), arriba del pueblo de Las Piedras. Entre el Río Burate y Peñas Blancas.;3200;;Griffin & López F. PV-1505;1985-03-14;MO;08°56'N;070°30'W;Tropicos.org
Breutelia integrifolia;22;Páramo El Jabón, al SE y arriba de Carache;2900;3300;Griffin & López F. PV-1432;;MO;09°34'N;070°07'W;Tropicos.org
Breutelia integrifolia;22;Páramo La Estrella, south and above the town of La Mesa de Esnujaque.;3000;;Griffin et al. 1420;1975-08-01;MO;08°57'N;070°41'W;Tropicos.org
Breutelia karsteniana;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia microdonta;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia polygastrica;15;;;;;;MO;;;Tropicos.org
Breutelia polygastrica;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia rhythidioides;21;;;;;;MO;;;Tropicos.org
Breutelia rhythidioides;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia scoparia;5;Roraima;;;;;;;;
Breutelia scoparia;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia squarrosa;15;;;;;;MO;;;Tropicos.org
Breutelia squarrosa;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia squarrosa;15;19-21 Km. S of Tovar along road to Canaguá.  ;2130;2150;Luteyn, J. & Lebrón, M. 9984;1984-04-16;VEN;;;Morales & García 2006
Breutelia squarrosa;22;;;;;;MO;;;Tropicos.org
Breutelia subarcuata;15;Sierra Nevada de Mérida entre La Aguada y la Montaña. ;;;Griffin et al. 1613;;FLAS;;;Griffin III 1975
Breutelia subarcuata;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia subarcuata;15;Páramo de la Negra.;;;Griffin et al. 2159;;FLAS;;;Griffin III 1975
Breutelia subarcuata;15;Teleférico trail at estación La Aguada, between Mérida and Pico Espejo.  ;3475;;Steyermark, J. & Koyama, T. 102365;1969-12-17;VEN;;;Morales & García 2006
Breutelia subarcuata;21;Páramo de Tamá.   ;3000;3200;Steyermark, J., G.C.K. & E. Dunsterville 98757;1967-05-20;VEN;;;Morales & García 2006
Breutelia subarcuata;22;Páramo de Guirigay, en Llano Corredor;3350;;M. López-Figueiras 8847;1972-10-16;MERF;;;León et al. 2012
Breutelia subdisticha;20;Cerro Tumiriquire;;;;;;;;Griffin III 1984b
Breutelia tomentosa;15;Entre Chachopo y Apartaderos;;;;;;;;Bartram 1957
Breutelia tomentosa;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia tomentosa;4;Colonia Tovar;1850;;Moritz ;;;;;Pursell 1973
Breutelia tomentosa;5;Auyan Tepuy;;;;;;;;Bartram 1957
Breutelia tomentosa;16;Silla de Caracas;;;Moritz 104;;;;;Pursell 1973
Breutelia tomentosa;20;Cerro Turimiquire;;;;;;;;Bartram 1957
Breutelia tomentosa;5;Auyan-tepui.;2150;2200;Steyermark, J. 94061 ;1964-05-17;VEN;;;Morales & García 2006
Breutelia tomentosa;15;Sierra Nevada de Mérida, along the trail between La Aguada and La Montaña.;3000;;Griffin, D., López, M. & Teràn, L. 017432;1972-01-07;VEN;;;Morales & García 2006
Breutelia tomentosa;20;Cerro Turimiquire.;2360;2500;Steyermark, J. 62595a;1945-06-05;VEN;;;Morales & García 2006
Breutelia tomentosa;24;Bambusillo, Naiguatá. ;;;Vareschi, V. 515;1952-01-20;VEN;;;Morales & García 2006
Breutelia tomentosa;22;Páramo de Guirigay, Lagunas Las Paridas, Cordillera de los Andes;3400;;Manuel López-Figueiras 8820;1972-10-16;MERF;;;León et al. 2012
Breutelia trianae;21;Páramo del Batallón. ;;;;;;;;Griffin III 1984b
Breutelia trianae;;Sin localidad;;;;;;;;Churchill et al. 2000
Breutelia trianae;21;Pata de Judio, entre Alto de Cruces y el Páramo arriba de la Quebrada Teleférica.  ;2900;3100;Steyermark, J., G.C.K. & E. Dunsterville 101202;1968-01-20;VEN;;;Morales & García 2006
Conostomum tetragonum;15;;;;;;;;;Pursell 1973
Conostomum tetragonum;;Sin localidad;;;;;;;;Churchill et al. 2000
Conostomum pentastichum;15;Sierra Nevada de Mérida entre Loma Redonda y la Laguna de Los Anteojos;;;;;;;;
Conostomum pentastichum;15;Sierra de Santo Domingo, Páramo de Mucubají debajo de la Laguna Los Patos.;;;;;;;;
Leiomela bartramioides;1;;;;;;;;;Tropicos.org
Leiomela bartramioides;;Sin localidad;;;;;;;;Churchill et al. 2000
Leiomela bartramioides;4;Colonia Tovar.;;;Moritz 184;;;;;Pittier 1936
Leiomela bartramioides;5;Monte Roraima;;;;;;;;Bartram 1957
Leiomela bartramioides;21;;;;;;;;;Tropicos.org
Leiomela bartramioides;10;Camino Costa de Maya, NO de la Colonia Tovar. ;2100;2240;Steyermark, J., Davidse, G. & Liesner, R. 127880  ;1982-09-12;VEN;;;Morales & García 2006
Leiomela lineata;;Sin localidad;;;Fendler 52, tipo;;;;;Pittier 1936
Leiomela lineata;;Sin localidad;;;;;;;;Churchill et al. 2000
Leiomela lopezii;21;"Páramo El Batallón, above the town of La Grita, between ""el púlpito"" peak and the marsh, ""el cienegón."" Cuenca de la laguna El Cienegon, abajo del pico El Pulpito, Páramo El Batallón. ";;;;;MER;08°05'N;071°55'W;Tropicos.org
Leiomela lopezii;;Sin localidad;;;;;;;;Churchill et al. 2000
Leiomela subbrevifolia;;Sin localidad;;;Fendler 3, tipo;;;;;Pittier 1936
Leiomela subbrevifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis alto-gracilis;;Sin localidad;;;Fendler 76, tipo;;;;;Pittier 1936
Philonotis andina;15;;;;;;MO;;;Tropicos.org
Philonotis andina;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis angulata;22;;;;;;MO;;;Tropicos.org
Philonotis cernua;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis curvata;14;SE de Sanare, Parque Nacional Yacambú.  ;1600;;Steyermark, J. & Wiehler, H. 106675;1972-12-15;VEN;;;Morales & García 2006
Philonotis curvata;15;La Carbonera y La Azulita.  ;1800;;Steyermark, J., Cronquist, M. & Cronquist, A. 106309;1972-06-28;VEN;;;Morales & García 2006
Philonotis curvata;19;Paraíso de Chabausquen and Peña Blanca.  ;1000;;Steyermark, J. & Rabe, M. 97424;1966-03-09;VEN;;;Morales & García 2006
Philonotis curvata;22;Boconó;1500;;Faría 9;;FLAS;;;Griffin III 1977c
Philonotis elegantula;15;"Unos 12 Km. al NE de Mérida, quebrada ""La Caña""";2400;;Griffin et al. 4;;FLAS;;;Griffin III 1977c
Philonotis elegantula;4;Parque Nacional Henry Pittier, Las Delicias on route to Choroní Pass.;1200;1400;Steyermark, J. 100523 ;1967-07-12;VEN;;;Morales & García 2006
Philonotis elegantula;24;Los Caracas.  ;100;;Steyermark, J. & Rabe, M. 95965;1966-07-17;VEN;;;Morales & García 2006
Philonotis elegantula;16;Parque Nacional Guatopo, between Los Alpes restaurant and La Macanilla station.  ;250;;Steyermark, J. & Wiehler, H. 106548;1972-02-12;VEN;;;Morales & García 2006
Philonotis erecta;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis fendleri;;Sin localidad;;;Fendler 67, tipo;;;;;Pittier 1936
Philonotis fendleri;;;;;;;;;;Churchill et al. 2000
Philonotis glaucescens;4;El Portachuelo, entre Maracay y Ocumare;1000;;Pittier 10145;;;;;Pittier 1936
Philonotis glaucescens;10;Near Turmerito.;;;;;;;;Tropicos.org
Philonotis glaucescens;21;Distr. Uribante: Along road from La Siberia to entrance to Las Cuevas Represa. Siberia. ;;;;;;07°40'N;071°55'W;Tropicos.org
Philonotis gracilenta;15;S of Tovar along to Canaguá.  ;2100;2256;Luteyn, J. & Lebrón, M. 9968;1984-04-16;VEN;;;Morales & García 2006
Philonotis gracillima;23;Hacinda Iboa, Cerca de Guama;400;500;Pittier, H. 11143;1923-12-09;VEN;;;"Morales & García 2006; Pittier 1936"
Philonotis gracillima;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis hastata;15;El Valle, 12 Km NE of Mérida at quebrada de La Caña.;;;;;;08°10'N;071°15'W;Tropicos.org
Philonotis hastata;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis hastata;15;Páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas.;;;;;;08°47'N;070°41'W;Tropicos.org
Philonotis longiseta;;Sin localidad;;;Moritz;;;;;Pittier 1936
Philonotis longiseta;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis longiseta;4;Sin localidad;;;;;;;;Moreno 1990 
Philonotis macrodictya;;Sin localidad;;;Fendler 77;;;;;
Philonotis macrodictya;;Sin localidad;;;;;;;;Churchill et al. 2000
