nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Symblepharis lindigii;21;Páramo El Rosal, entre La Grita y San José de Bolívar;3220;3100;Griffin et al. 730;;FLAS;;;Griffin 1977c
Symblepharis lindigii;;Sin localidad;;;;;;;;Churchill et al. 2000
Diphyscium chiapense;4;Cordillera de La Costa, Parque Nacional Henry Pittier, Estacion Botanica Rancho Grande, camino al Pico Guacamaya;;;;;;;;
Diphyscium fendleri;4;;;;;;;;;
Diphyscium fendleri;;Sin localidad;;;;;;;;Churchill et al. 2000
Diphyscium fendleri;10;;;;;;;;;
Diphyscium fendleri;15;Quebrada Los Salichales tributaRío del Río Canaguá;;;;;;;;
Diphyscium fendleri;7;;;;;;;;;
Diphyscium fendleri;10;Costa Maya, noreste de la Colonia Tovar;2100;2240;Steyermark, J., Davidse, G. & Liesner, R. 127881;1982-12-09;VEN;;;Morales & García 2006
Diphyscium longifolium;4;;;;;;;;;
Diphyscium longifolium;15;;;;;;;;;
Diphyscium longifolium;;Parque Nacional Henri Pittier, Río Grande del Medio, entre la Fila Alta de Choroní y la Quebrada Río Hondo al S de Tremaria;1000;;Steyermark, J & Carreño, V. 105819;1972-04-29;VEN;;;Morales & García 2006
Ceratodon purpureus;1;Río Negro, alrededores de San Carlos Spruce;;;;;;;;Pursell 1973
Ceratodon purpureus;;Sin localidad;;;;;;;;Churchill et al. 2000
Ceratodon purpureus subsp. stenocarpus;;;;;Fendler 19;;;;;Pittier 1936
Ceratodon purpureus subsp. stenocarpus;;Sin localidad;;;;;;;;Churchill et al. 2000
Ceratodon purpureus subsp. stenocarpus;4;;;;;;;;;Pursell 1973
Ceratodon purpureus subsp. stenocarpus;4;Colonia Tovar ;;;Funck & Schlim 473;;;;;Pittier 1936
Ceratodon purpureus subsp. stenocarpus;15;Bosque Andino de Beriguaca, arriba del pueblito de Las Playitas y abajo del páramo de Beriguaca;2800;;Dana y Nancy Griffin III PV-220;1984-06-30;MERF;;;León et al. 2012
Ceratodon purpureus subsp. stenocarpus;15;Páramo de Guirigay, cabeceras del Volcán;3000;;M. López-Figueiras 8785;1972-10-17;MERF;;;León et al. 2012
Ceratodon purpureus subsp. stenocarpus;15;Páramo de San José, al sur de Lagunillas y el pueblito de San José;3200;;Dana y Nancy Griffin III y David Díaz M. PV-466;1984-07-15;MERF;;;León et al. 2012
Ceratodon purpureus subsp. stenocarpus;15;El Cañaveral, base del páramo del mismo nombre, Cuenca del Aracay arriba;2600;;M. López-Figueiras 15447;1978-01-11;MERF;;;León et al. 2012
Ceratodon semilunaris;15;;;;;;;;;Pursell 1973
Chrysoblastella chilensis;15;;;;;;;;;Moreno 1990
Distichium capillaceum;15;;;;;;;;;
Distichium capillaceum;;Sin localidad;;;;;;;;Churchill et al. 2000
Ditrichum bogotense;22;Páramo de Guirigay;;;;;;;;
Ditrichum bogotense;;Sin localidad;;;;;;;;Churchill et al. 2000
Ditrichum crinale;15;;;;;;;;;
Ditrichum crinale;;Sin localidad;;;;;;;;Churchill et al. 2000
Ditrichum crinale;15;Sierra Nevada de Mérida, along the trail between La Aguada and La Montala;2600;;Griffin, D. 017455;1972-07-01;;;;
Ditrichum difficile;15;;;;Fendler 18;;;;;Pittier 1936 
Ditrichum difficile;;Sin localidad;;;;;;;;Churchill et al. 2000
Ditrichum difficile;21;;;;;;;;;
Ditrichum gracile;15;Páramo de Mucubají ;;;Griffin et al. 1114;;FLAS;;;Griffin III 1975
Ditrichum gracile;;Sin localidad;;;;;;;;Churchill et al. 2000
Ditrichum gracile;15;Páramo de los Conejos;;;Ruiz-Terán & M. López F. 7149;;FLAS;;;Griffin III 1975
Pleuridium andinum;;Sin localidad;;;;;;;;
Pleuridium andinum;;Sin localidad;;;;;;;;Churchill et al. 2000
Pleuridium venezuelanum;15;Páramo de Mucubají;;;;;;;;
Pleuridium venezuelanum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhamphidium fendleri;;Sin localidad;;;;;;;;
Rhamphidium fendleri;;Sin localidad;;;;;;;;Churchill et al. 2000
Symblepharis lindigii;21;;;;;;;;;
Trichodon cylindricus;4;;;;;;;;;
Trichodon cylindricus;5;Auyan-tepui;;;;;;;;
Trichodon cylindricus;17;;;;;;;;;
Trichodon cylindricus;15;;;;;;;;;
Tristichium mirabile;15;Sierra Nevada de Santo Domingo, Páramo de Mucubají arriba de la Laguna Grande;;;;;;;;Griffin 1973
Tristichium mirabile;;Sin localidad;;;;;;;;Churchill et al. 2000
Encalypta asperifolia;15;;;;;;;;;
Encalypta asperifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Encalypta procera;16;;;;;;;;;
Encalypta procera;20;;;;;;;;;
Encalypta procera;16;Valle to Cua, or stones along river;;;Pittier, H. 11968;1925-12-12;VEN;;;Morales & García 2006
Encalypta procera;20;Río Guagua;;;Steyermark, J. 62795;1945-05-18;VEN;;;Morales & García 2006
Encalypta ciliata;15;Via a Piñango;;;;;;;;
Entodon beyrichii;4;Colonia Tovar;;;;;;;;
Entodon beyrichii;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon beyrichii;16;La Providencia;;;;;;;;
Entodon beyrichii;20;Abajo del caserío Los Mangos;;;Griffin y Bermúdez 32;;FLAS;;;Griffin III 1977c
Entodon beyrichii;20;Los Altos de Santa Fe, caserío Los Mangos;;;Griffin y Bermúdez 78;;FLAS;;;Griffin III 1977c
Entodon beyrichii;25;La Providencia;;;Pittier, H. 13643;1936-01-01;VEN;;;Morales & García 2006
Entodon beyrichii;20;Parque Nacional Mochima. San Pedrito;;;Guariglia, M. 1882;1982-09-09;VEN;;;Morales & García 2006
Entodon columnaris;10;Los Venados de Galipán;;;Pittier 10444;;;;;Pittier 1936
Entodon columnaris;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon columnaris;10;Los Venados de Galipán;;;Pittier, H. 10444;1922-08-27;VEN;;;Morales & García 2006
Entodon complicatus;10;;;;Fendler 99;;;;;Pittier 1936
Entodon complicatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon distans;15;;;;;;;;;
Entodon distans;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon distans;17;;;;;;;;;
Entodon hampeanum;10;Quebrada de Catuche, quebrada de Chacaito,El Ávila: Los Venados;;;;;;;;
Entodon hampeanum;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon hampeanum;17;Caripe, Cueva del Guacharo;;;Moritz;;;;;
Entodon hampeanum;17;Caripe, Cueva del Guacharo;;;Steyermark, J. 63207;1945-04-23;VEN;;;Morales & García 2006
Entodon hampeanum;10;Quebrada de Chacaito, Parque Nacional El Ávila;;;Pittier, H. 9943;1921-12-11;VEN;;;Morales & García 2006
Entodon hampeanum;10;Caracas;;;Moritz 25;;;;;Pittier 1936
Entodon hampeanum;10;Bosques de Catuche;1200;;Pittier 10097;;;;;Pittier 1936
Entodon hampeanum;10;Quebrada de Chacaito;;;Pittier 9943, 11110;;;;;Pittier 1936
Entodon jamesonii;15;Cerca de Almorzaderos, Páramos de Chachopo, Hacienda Lourdes, al pie de la Sierra Nevada;3700;;C. Chardon 7;;;;;Pittier 1936
Entodon jamesonii;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon jamesonii;15;Hacienda Lourdes, al pie de Sierra Nevada;1750;1859;C. Chardon s. n.  ;;;;;Pittier 1936
Entodon jamesonii;4;Colonia Tovar;;;Allart 509;;;;;Pittier 1936
Entodon jamesonii;16;La Providencia;1000;;Pittier 13643;;;;;Pittier 1936
Entodon macropodus;15;;;;;;;;;
Entodon macropodus;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon macropodus;17;Cerca de Caripe;;;;;;;;
Entodon macropodus;19;;;;;;;;;
Entodon macropodus;21;;;;;;;;;
Entodon myurus;10;Caracas;;;Moritz;;;;;Pittier 1936
Entodon myurus;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon pallescens;15;;;;Fendler 98;;;;;Pittier 1936
Entodon pallescens;;Sin localidad;;;;;;;;Churchill et al. 2000
Entodon pallescens;15;Mérida;;;Moritz 173;;;;;Pittier 1936
Entodon pallescens;4;;;;;;;;;
Erythrodontium longisetum;;;;;Fendler 95;;;;;Pittier 1936
Erythrodontium longisetum;;Sin localidad;;;;;;;;Churchill et al. 2000
Erythrodontium longisetum;10;Quebrada de Chacaito, Macarao;;;Pittier 9945;;;;;Pittier 1936
Erythrodontium longisetum;10;Peñas de la Cumbre de Caracas;1750;;Wagener 415;;;;;Pittier 1936
Erythrodontium longisetum;15;Alrededores de Timotes;2000;;Pittier 12697;;;;;Pittier 1936
Erythrodontium longisetum;15;Alrededores de Mérida;;;C. Chardón 21, 14;;;;;Pittier 1936
Erythrodontium longisetum;16;Los Teques;1200;;Pittier 10146-47;;;;;Pittier 1936
Erythrodontium longisetum;16;La Providencia;1000;;Pittier 13639, 13749;;;;;Pittier 1936
Erythrodontium longisetum;17;Cerca de Caripe;;;;;;;;
Erythrodontium squarrosum;16;La Malva cerca de Las Mostazas;;;Allart 280;;;;;Pittier 1936
Erythrodontium squarrosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Erythrodontium squarrosum;17;Caripe, Cueva del Guacharo;;;Moritz 117, 118;;;;;Pittier 1936
Erythrodontium squarrosum;14;;;;;;;;;
Mesonodon flavescens;17;Cerca de Caripe;;;;;;;;
Mesonodon flavescens;;Sin localidad;;;;;;;;Churchill et al. 2000
Mesonodon flavescens;16;Lomas arriba de Los Teques;1500;;Pittier 11582;;;;;Pittier 1936
Rozea andrieuxii;15;Páramo de Mucubají arriba de la laguna Los Patos;;;Griffin et al. 1275;;FLAS;;;Griffin III 1975
Rozea andrieuxii;;Sin localidad;;;;;;;;Churchill et al. 2000
Rozea andrieuxii;15;Sierra Domingo, Páramo de Mucubají above the Laguna Grande;3500;;Griffin, D.  017502;1972-07-01;VEN;;;Morales & García 2006
Rozea andrieuxii;10;;;;;;;;;
Rozea subjulacea;15;Sierra de Santo Domingo, Páramo de Mucubají above Laguna Grande;;;;;MO;08°47'N;070°48'W;Tropicos.org
Rozea subjulacea;;Sin localidad;;;;;;;;Churchill et al. 2000
Rozea subjulacea;15;Páramo de Los Granate, Sierra de Santo Domingo, ca. de la Laguna Brava;;;;;MO;08°47'N;070°41'W;Tropicos.org
Erpodium coronatum;4;Maracay, Parque Nac. H. Pittier, entre Caracas y Puerto Cabello;;;;;;;;
Erpodium coronatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Erpodium coronatum;19;Acarigua;;;Yleon s/n;2009-08-19;MERC;;;
Erpodium coronatum;13;Entre Uberito y Los Placeres;;;;;;;;
Erpodium coronatum;14;;;;;;;;;
Erpodium coronatum;7;;;;;;;;;
Erpodium pringlei;20;;;;;;;;;
Solmsiella biseriata;10;Bosque de Catuche cerca de Caracas;;;Pittier 10080 a ;;;;;Pittier 1936
Solmsiella biseriata;;Sin localidad;;;;;;;;Churchill et al. 2000
Eustichia longirostris;14;Entre Buenos Aires y el Cañon del El Callado arriba de Humocaro;;;;;;;;
Eustichia longirostris;;Sin localidad;;;;;;;;Churchill et al. 2000
Fabronia ciliaris;24;Macuto;;;;;;;;
Fabronia ciliaris;;Sin localidad;;;;;;;;Churchill et al. 2000
Fabronia ciliaris;5;;;;;;;;;
Fabronia ciliaris;15;Sierra Nevada;;;Moritz;;;;;
Fabronia ciliaris;10;;;;;;;;;
Fabronia ciliaris;17;Caripe;;;Moritz 20;;;;;Pittier 1936
Fabronia ciliaris;16;Petare;800;;Pittier 10075;;;;;Pittier 1936
Fabronia ciliaris;15;Tovar;;;;;;;;
Fabronia ciliaris;;Sin localidad;;;;;;;;Churchill et al. 2000
Fabronia jamesonii;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens allionii;1;10Km W de La Esmeralda;;;;;MO;03º12'N;065º12'W;Tropicos.org
Fissidens amazonicus;1;Río Siape cerca de la base del Río Aracamuni;250;;;;MO;0139'N;06540'W;Tropicos.org
Fissidens amoenus;17;;;;;;;;;Pursell 1973
Fissidens amoenus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens amoenus;22;Boconó base del Páramo La Cristalina;;;;;;;;
Fissidens anguste-limbatus;;Sin localidad;;;;;;;;
Fissidens anguste-limbatus var. anguste-limbatus;1;La Esmeralda;;;Frahm s.n.;;MO;;;"Pursell 2007; Tropicos.org"
Fissidens anguste-limbatus var. anguste-limbatus;9;Entre La Paloma y Morón, Río Cuyubini;;;Steyermark 87690;;MO, NY;;;"Pursell 2007; Tropicos.org"
Fissidens anguste-limbatus var. anguste-limbatus;17;Cerca de Caripe;;;;;;;;Pursell 1973
Fissidens anguste-limbatus var. anguste-limbatus;4;;;;;;;;;Pursell 1973
Fissidens angustifolius;4;Parque Nac. Pittier, Turmero, San Mateo;;;;;;;;
Fissidens angustifolius;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens angustifolius;17;Cerca de Jusepín, cerca de San Felix, cerca de Santa Barbara, cerca de Caripe;;;;;;;;Pursell 1973
Fissidens angustifolius;12;Sierra San Luis;;;;;;;;
Fissidens angustifolius;14;Barquisimeto;;;;;;;;
Fissidens angustifolius;20;Río Sabaceral-Guaraunos;;;;;;;;
Fissidens aporrocheilos;14;;;;;;;;;Pursell 1973 
Fissidens aporrocheilos;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens asplenioides;;Sin localidad;;;Fendler 11;;;;;Pittier 1936
Fissidens asplenioides;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens brachypus;1;25Km S de San Carlos de Río Negro;;;;;;01º38'066º58'W;;Pursell 1973
Fissidens brachypus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens crispus;4;Cerca de la Colonia Tovar;;;Fendler 10 C., tipo;;;;;Pittier 1936
Fissidens crispus;5;Sierra Nevada;;;;;;;;
Fissidens crispus;10;Caracas;;;;;;;;
Fissidens crispus;12;Sierra de San Luis;;;;;;;;
Fissidens crispus;14;Carretera Sanare-Yacambú;;;;;;;;
Fissidens crispus;15;Páramo Los Granates;;;;;;;;
Fissidens crispus;16;San Antonio de Los Altos;;;;;;;;
Fissidens crispus;17;Cerca de Caripe;;;;;;;;Pursell 1973
Fissidens crispus;20;Río Guagua arriba de Cuchivano;;;;;;;;Pursell 1973
Fissidens crispus;21;Distrito Junin;;;;;;;;
Fissidens crispus;22;Distrito Urdaneta;;;;;;;;
Fissidens crispus;25;Vic. San Rafael;;;;;;;;
Fissidens curvatus;15;Carretera La Azulita-Jají;;;;;;;;
Fissidens curvatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens dissitifolius;14;Sarare, S de Barquisimeto;;;;;;;;
Fissidens dissitifolius;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens dissitifolius;20;A lo largo del río Frío, 8.5 Km S de Ajies;;;;;;;;
Fissidens dissitifolius;4;6 Km de Turmero;;;;;;;;
Fissidens elegans;17;Cerca de Caripe, cerca de Maturín, cerca de Jusepín;;;;;;;;
Fissidens elegans;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens elegans;3;Distrito Pedro Camejo;;;;;;;;
Fissidens elegans;15;;;;;;;;;
Fissidens elegans;4;Parque Henri Pittier;;;;;;;;
Fissidens elegans;12;Sierra de San Luis;;;;;;;;
Fissidens elegans;10;Carretera a Chichiriviche;;;;;;;;
Fissidens elegans;14;Entre Cumanacoa y Sotillo;;;;;;;;
Fissidens elegans;20;Sucre;;;;;;;;
Fissidens elegans;5;Vic. Canaima;;;;;;;;
Fissidens flaccidus;4;Parque Nac. H. Pittier;;;;;;;;
Fissidens flaccidus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens flaccidus;12;Sierra de San Luis, via Coro-Uria;;;;;;;;
Fissidens flaccidus;13;Estación de Biología de los Llanos;;;;;;;;
Fissidens flaccidus;14;Sarare, S de Barquisimeto;;;;;;;;
Fissidens flaccidus;16;Parque Nacional Guatopo;;;;;;;;
Fissidens flaccidus;20;Los Altos de Santa Fé;;;;;;;;
Fissidens flaccidus;23;Hacienda Iboa, cerca de Guama ;;;Pittier 11157a;;;;;Pursell 1973
Fissidens flaccidus;25;Río Aricuaisa;;;;;MO;09º36'N;072º54'W;Tropicos.org
Fissidens flaccidus;;"Cuenca del río Socuy y el bosque húmedo llamdo ""el páramo"" arriba de la ""gran sabana""";;;;;;;;
Fissidens gardneri;14;Entre Gamelotal y Yaritagua;;;;;;;;
Fissidens gardneri;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens goyazensis;4;Parque Nacional Henri Pittier;;;;;;;;
Fissidens goyazensis;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens goyazensis;14;Entre Gamelotal y Yaritagua;;;;;;;;
Fissidens goyazensis;12;Península de Paraguaná;;;;;;;;
Fissidens goyazensis;16;San Antonio de Los Altos;;;;;MO;"10°15'00""N";"066°25'00""W";Tropicos.org
Fissidens goyazensis;17;10min (16Km) WSW de Jusepín;;;;;;;;
Fissidens guianensis;;Sin localidad;;;;;;;;
Fissidens guianensis var. guianensis;1;Cañon Grande;;;;;;;;
Fissidens guianensis var. guianensis;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens guianensis var. guianensis;12;Península de Paraguaná;;;;;;;;
Fissidens guianensis var. guianensis;14;Parque Nacional Yacambú;;;;;;;;
Fissidens guianensis var. guianensis;10;;;;;;;;;
Fissidens guianensis var. guianensis;20;;;;;;;;;
Fissidens guianensis var. guianensis;5;Canaima;;;;;;;;
Fissidens inaequalis;4;;;;;;;;;Pursell 1973
Fissidens inaequalis;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens inaequalis;17;2 Km SSW  de Jusepín;;;;;;;;Pursell 1973
Fissidens inaequalis;1;A lo largo del río Mawarinuma;;;;;MO;00º50'N;066º10'W;Tropicos.org
Fissidens inaequalis;12;Sierra de San Luis;;;;;;;;
Fissidens inclinis;4;;;;;;;;;Pursell 1973
Fissidens inclinis;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens intramarginatus;4;Parque Nacional Henri Pittier;;;;;;;;
Fissidens intramarginatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens intramarginatus;17;Caripe;;;;;;;;
Fissidens intramarginatus;1;"Casiquiare; Cerro Gulimacari";;;;;;;;
Fissidens intramarginatus;16;;;;;;;;;
Fissidens intramarginatus;21;Páramo de Tamá;;;;;;;;
Fissidens intramarginatus;24;;;;;;;;;
Fissidens intramarginatus;25;Cerca de San Antonio de Los Altos;;;;;;;;
Fissidens lagenarius var. muriculatus;15;;;;;;;;;
Fissidens lagenarius var. muriculatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens lagenarius var. muriculatus;17;Cueva de Guacharo;;;;;;;;
Fissidens lagenarius var. muriculatus;25;Topochalito;;;Griffin 5;;FLAS, MO;;;Pursell 2007 
Fissidens leptophyllus;1;Río Pacimoni, sobre Arapacua;;;;;;;;
Fissidens lindbergii;4;Parque Nacional Henri Pittier;;;;;;;;
Fissidens neglectus;4;Henri Pittier;;;;;;;;
Fissidens neglectus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens neglectus;12;Sierra de San Luis;;;;;;;;
Fissidens oblongifolius;4;;;;;;;;;
Fissidens oblongifolius;18;La Sierra;;;;;;;;
Fissidens oblongifolius;4;;;;;;;;;
Fissidens oblongifolius;18;La Sierra;;;;;;;;
Fissidens ornatus;25;San José de Los Altos;;;;;;;;
Fissidens ornatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens ovatifolius;5;;;;;;;;;
Fissidens pallidinervis;4;Parque Nacional Henri Pittier;;;;;;;;
Fissidens pallidinervis;14;Río Sanare;;;;;;;;
Fissidens pallidinervis;17;10 Km WSW de Jusepín;;;;;;;;
Fissidens pallidinervis;25;San José de Los Altos;;;;;;;;
Fissidens palmatus;12;;;;;;;;;
Fissidens palmatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens palmatus;4;Parque Nac. H. Pittier, Turmero;;;;;;;;
Fissidens palmatus;17;"San Felix, cerca del Río Guatata, cerca de Jusepín,cerca de Caripe;12.5 Km NE de San Félix";;;;;;;;Pursell 1973
Fissidens palmatus;19;;;;;;;;;
Fissidens pellucidus;;Sin localidad;;;;;;;;
Fissidens pellucidus var. papilliferus;1;"Río Pacimoni, sobre Loja Arapacua; Río Mawarinuma";;;;;;;;
Fissidens pellucidus var. papilliferus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens pellucidus var. papilliferus;1;A lo largo del Río Mawarinuma;;;Buck 11161;;NY;;;Pursell 2007
Fissidens pellucidus var. papilliferus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens pellucidus var. papilliferus;4;Parque Nacional Henri Pittier;;;Dall'Aglio 229 ;;MO;;;Pursell 2007
Fissidens pellucidus var. papilliferus;16;S de Sata Cruz;;;Steyermark & Davidse 116917;;MO;10º9'N;065º48'W;Pursell 2007
Fissidens pellucidus var. papilliferus;17;2Km NW de Jusepín;;;Pursell et al. 8259;;MO;;;Pursell 2007
Fissidens pellucidus var. papilliferus;25;Cerca de Jusepín,  cerca de Santa Barbara;;;;;;;;
Fissidens pellucidus var. papilliferus;25;Topochalito;2200;;Griffin 116;;MO;;;Pursell 2007
Fissidens plurisetus;4;Parque Nac. H. Pittier);;;;;;;;
Fissidens plurisetus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens plurisetus;2;;;;;;;;;
Fissidens polypodioides;2;;;;;;;;;Pursell 1973
Fissidens polypodioides;2;Cerro Peonia arriba de Carmelita;;;;;;;;
Fissidens polypodioides;4;;;;;;;;;Pursell 1973
Fissidens polypodioides;4;Colonia Tovar;;;Moritz 71, Fendler 12;;;;;Pittier 1936
Fissidens polypodioides;4;;;;;;;;;
Fissidens polypodioides;10;Caracas;;;;;;;;
Fissidens polypodioides;12;Sierra de San Luis;;;;;;;;
Fissidens polypodioides;14;S de Las Sabanetas;;;;;;;;
Fissidens polypodioides;15;Sierra Nevada;;;;;;;;
Fissidens polypodioides;22;Entre Escuquey y La Mesa de San Pedro;;;;;;;;
Fissidens prionodes;1;1Km SSW de Neblina;;;;;MO;00º50'N;066º10'W;Tropicos.org 
Fissidens prionodes;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens prionodes;25;"Entre San José de Los Altos y Topochalito, Cuenca del Río Socuy y el bosque nublado llamado ""el páramo"" arriba de la ""gran sabana""";;;;;;;;
Fissidens radicans;5;Hato la Vergereña a 75 Km SO de Ciudad Piar;;;;;;;;Pursell 1973
Fissidens radicans;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens radicans;4;;;;;;;;;
Fissidens rigidulus;15;Sierra Nevada de Mérida  entre la Aguada y La Montaña vía el teleférico;2610;;Griffin et al.1808;;;;;Griffin III 1977c
Fissidens rigidulus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens rigidulus;15;Sierra de Santo Domingo, páramo mucubají;3350;3700;Griffin el al. 1084, 1281;;;;;Griffin III 1977c
Fissidens rigidulus;22;Páramo El Jabón, SE de Carache;;;;;;;;
Fissidens scariosus;4;;;;;;;;;Pursell 1973
Fissidens scariosus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens scariosus;10;6 Km de la Colonia Tovar;;;;;;;;
Fissidens serratus;;Sin localidad;;;;;;;;
Fissidens serratus var. serratus;4;Parque Nacional Henri Pittier;;;Fendler 15 tipo;;;;;Pittier 1936
Fissidens serratus var. serratus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens serratus var. serratus;16;Cerca de Los Teques;;;;;;;;
Fissidens serratus var. leptochaete;4;Colonia Tovar;;;;;;;;
Fissidens serratus var. leptochaete;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens spurio-limbatus;17;Cueva del Guacharo;;;;;;;;
Fissidens steerei;1;Atures;;;;;MO;05º56'N;066º08'W;Tropicos.org
Fissidens steerei;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens steerei;14;Carretera Gamelotal-Yaritagua;;;;;;;;
Fissidens steerei;17;25,5 Km NE de San Félix, bosque cerca del Río Guatata;;;;;;;;Pursell 1973
Fissidens steerei;4;Parque Nacional Henri Pittier;;;;;;;;
Fissidens steerei;16;;;;;;;;;
Fissidens steerei;20;Entre Cumaná y Cumanacoa;;;;;;;;
Fissidens submarginatus;;;;; Fendler 14;;;;;Pittier 1936
Fissidens submarginatus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens subprosenchymaticus;4;;;;;;;;;
Fissidens subprosenchymaticus;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens subradicans;1;A lo largo del Río Mawarinuma;;;;;MO;00º50'N;066º10'W;Tropicos.org
Fissidens subradicans;;Sin localidad;;;;;;;;Churchill et al. 2000
Fissidens subulatifolius;;Sin localidad ;;;;;;;;
